Pos,No,Driver,Car,Time
1,20,Phil HillHIL,Ferrari,2:41.400
2,18,Richie GintherGIN,Ferrari,2:43.300
3,16,Willy MairesseMAI,Ferrari,2:43.900
4,2,Giulio CabiancaCAB,Cooper Maserati,2:49.300
5,36,Giorgio  Scarlatti SCA,Cooper Maserati,2:49.700
6,22,Wolfgang von TripsVON,Ferrari,2:51.900
7,6,Brian  Naylor NAY,JBW Maserati,2:52.400
8,4,Gino  Munaron MUN,Cooper Maserati,2:53.100
9,34,Alfonso  ThieleTHI,Cooper Maserati,2:55.600
10,26,Hans  HerrmannHER,Porsche,2:58.300
11,8,Arthur  OwenOWE,Cooper Climax,3:01.500
12,24,Edgar BarthBAR,Porsche,3:02.100
13,10,Wolfgang SeidelSEI,Cooper Climax,3:07.000
14,28,Fred  GambleGAM,Behra-Porsche,3:10.600
15,12,Piero  DrogoDRO,Cooper Climax,3:11.900
16,30,Vic  WilsonWIL,Cooper Climax,3:16.500
