Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:24.191,1:23.251,1:22.188,14
2,5,Sebastian VettelVET,Ferrari,1:25.210,1:23.401,1:22.456,17
3,77,Valtteri BottasBOT,Mercedes,1:24.514,1:23.215,1:22.481,13
4,7,Kimi RäikkönenRAI,Ferrari,1:24.352,1:23.376,1:23.033,19
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:24.482,1:24.092,1:23.485,18
6,8,Romain GrosjeanGRO,Haas Ferrari,1:25.419,1:24.718,1:24.074,17
7,19,Felipe MassaMAS,Williams Mercedes,1:25.099,1:24.597,1:24.443,16
8,55,Carlos SainzSAI,Toro Rosso,1:25.542,1:24.997,1:24.487,16
9,26,Daniil KvyatKVY,Toro Rosso,1:25.970,1:24.864,1:24.512,16
10,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:25.383,1:23.989,DNF,10
11,11,Sergio PerezPER,Force India Mercedes,1:25.064,1:25.081,,13
12,27,Nico HulkenbergHUL,Renault,1:24.975,1:25.091,,12
13,14,Fernando AlonsoALO,McLaren Honda,1:25.872,1:25.425,,15
14,31,Esteban OconOCO,Force India Mercedes,1:26.009,1:25.568,,16
15,9,Marcus EricssonERI,Sauber Ferrari,1:26.236,1:26.465,,15
16,36,Antonio GiovinazziGIO,Sauber Ferrari,1:26.419,,,8
17,20,Kevin MagnussenMAG,Haas Ferrari,1:26.847,,,7
18,2,Stoffel VandoorneVAN,McLaren Honda,1:26.858,,,6
19,18,Lance StrollSTR,Williams Mercedes,1:27.143,,,7
20,30,Jolyon PalmerPAL,Renault,1:28.244,,,7
