Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,5,Sebastian VettelVET,Ferrari,1:17.244,1:16.802,1:16.276,14
2,7,Kimi RäikkönenRAI,Ferrari,1:17.364,1:17.207,1:16.444,14
3,77,Valtteri BottasBOT,Mercedes,1:18.058,1:17.362,1:16.530,18
4,44,Lewis HamiltonHAM,Mercedes,1:17.492,1:16.693,1:16.707,17
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:17.266,1:17.028,1:16.797,14
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:17.702,1:17.698,1:16.818,14
7,27,Nico HulkenbergHUL,Renault,1:18.137,1:17.655,1:17.468,14
8,14,Fernando AlonsoALO,McLaren Honda,1:18.395,1:17.919,1:17.549,17
9,2,Stoffel VandoorneVAN,McLaren Honda,1:18.479,1:18.000,1:17.894,17
10,55,Carlos SainzSAI,Toro Rosso,1:18.948,1:18.311,1:18.912,19
11,30,Jolyon PalmerPAL,Renault,1:18.699,1:18.415,,14
12,31,Esteban OconOCO,Force India Mercedes,1:18.843,1:18.495,,16
13,26,Daniil KvyatKVY,Toro Rosso,1:18.702,1:18.538,,15
14,11,Sergio PerezPER,Force India Mercedes,1:19.095,1:18.639,,15
15,8,Romain GrosjeanGRO,Haas Ferrari,1:19.085,1:18.771,,15
16,20,Kevin MagnussenMAG,Haas Ferrari,1:19.095,,,9
17,18,Lance StrollSTR,Williams Mercedes,1:19.102,,,9
18,94,Pascal WehrleinWEH,Sauber Ferrari,1:19.839,,,9
19,40,Paul di RestaDIR,Williams Mercedes,1:19.868,,,11
20,9,Marcus EricssonERI,Sauber Ferrari,1:19.972,,,8
