Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:29.047,1:27.819,1:27.319,18
2,77,Valtteri BottasBOT,Mercedes,1:29.332,1:28.543,1:27.651,17
3,5,Sebastian VettelVET,Ferrari,1:29.352,1:28.225,1:27.791,19
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:29.475,1:28.935,1:28.306,13
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:29.181,1:28.747,1:28.332,12
6,7,Kimi RäikkönenRAI,Ferrari,1:29.163,1:29.079,1:28.498,15
7,31,Esteban OconOCO,Force India Mercedes,1:30.115,1:29.199,1:29.111,16
8,11,Sergio PerezPER,Force India Mercedes,1:29.696,1:29.343,1:29.260,17
9,19,Felipe MassaMAS,Williams Mercedes,1:30.352,1:29.687,1:29.480,16
10,14,Fernando AlonsoALO,McLaren Honda,1:30.525,1:29.749,1:30.687,13
11,2,Stoffel VandoorneVAN,McLaren Honda,1:30.654,1:29.778,,11
12,27,Nico HulkenbergHUL,Renault,1:30.252,1:29.879,,10
13,20,Kevin MagnussenMAG,Haas Ferrari,1:30.774,1:29.972,,11
14,30,Jolyon PalmerPAL,Renault,1:30.516,1:30.022,,10
15,55,Carlos SainzSAI,Toro Rosso,1:30.565,1:30.413,,11
16,8,Romain GrosjeanGRO,Haas Ferrari,1:30.849,,,5
17,10,Pierre GaslyGAS,Toro Rosso,1:31.317,,,7
18,18,Lance StrollSTR,Williams Mercedes,1:31.409,,,6
19,9,Marcus EricssonERI,Sauber Ferrari,1:31.597,,,7
20,94,Pascal WehrleinWEH,Sauber Ferrari,1:31.885,,,7
