Pos,No,Driver,Car,Time,Gap,Laps
1,3,Lewis HamiltonHAM,McLaren Mercedes,1:48.599,,10
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:49.005,+0.406s,15
3,2,Mark WebberWEB,Red Bull Racing Renault,1:50.066,+1.467s,16
4,5,Fernando AlonsoALO,Ferrari,1:50.596,+1.997s,11
5,4,Jenson ButtonBUT,McLaren Mercedes,1:50.952,+2.353s,12
6,6,Felipe MassaMAS,Ferrari,1:52.043,+3.444s,14
7,14,Adrian SutilSUT,Force India Mercedes,1:52.251,+3.652s,13
8,7,Michael SchumacherMSC,Mercedes,1:52.416,+3.817s,12
9,15,Paul di RestaDIR,Force India Mercedes,1:52.435,+3.836s,13
10,8,Nico RosbergROS,Mercedes,1:52.815,+4.216s,13
11,11,Rubens BarrichelloBAR,Williams Cosworth,1:52.991,+4.392s,17
12,19,Jaime AlguersuariALG,STR Ferrari,1:53.050,+4.451s,17
13,12,Pastor MaldonadoMAL,Williams Cosworth,1:53.399,+4.800s,18
14,17,Sergio PerezPER,Sauber Ferrari,1:53.703,+5.104s,19
15,16,Kamui KobayashiKOB,Sauber Ferrari,1:53.749,+5.150s,12
16,9,Bruno SennaSEN,Renault,1:53.765,+5.166s,17
17,18,Sebastien BuemiBUE,STR Ferrari,1:53.785,+5.186s,16
18,10,Vitaly PetrovPET,Renault,1:54.736,+6.137s,8
19,21,Jarno TrulliTRU,Lotus Renault,1:54.821,+6.222s,9
20,20,Heikki KovalainenKOV,Lotus Renault,1:56.198,+7.599s,8
21,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:57.798,+9.199s,13
22,24,Timo GlockGLO,Virgin Cosworth,1:58.792,+10.193s,6
23,22,Daniel RicciardoRIC,HRT Cosworth,1:59.169,+10.570s,17
24,23,Narain KarthikeyanKAR,HRT Cosworth,1:59.214,+10.615s,18
