Pos,No,Driver,Car,Time,Gap,Laps
1,5,Fernando AlonsoALO,Ferrari,1:38.670,,13
2,8,Nico RosbergROS,Mercedes,1:40.072,+1.402s,14
3,7,Michael SchumacherMSC,Mercedes,1:40.132,+1.462s,18
4,9,Nick HeidfeldHEI,Renault,1:40.338,+1.668s,9
5,10,Vitaly PetrovPET,Renault,1:40.401,+1.731s,10
6,16,Kamui KobayashiKOB,Sauber Ferrari,1:40.421,+1.751s,16
7,6,Felipe MassaMAS,Ferrari,1:40.697,+2.027s,14
8,19,Daniel RicciardoRIC,STR Ferrari,1:41.094,+2.424s,18
9,18,Sebastien BuemiBUE,STR Ferrari,1:41.178,+2.508s,22
10,14,Nico HulkenbergHUL,Force India Mercedes,1:41.347,+2.677s,16
11,2,Mark WebberWEB,Red Bull Racing Renault,1:42.564,+3.894s,5
12,12,Pastor MaldonadoMAL,Williams Cosworth,1:42.597,+3.927s,7
13,15,Paul di RestaDIR,Force India Mercedes,1:43.525,+4.855s,11
14,11,Rubens BarrichelloBAR,Williams Cosworth,1:43.913,+5.243s,5
15,21,Jarno TrulliTRU,Lotus Renault,1:43.986,+5.316s,6
16,23,Vitantonio LiuzziLIU,HRT Cosworth,1:44.787,+6.117s,20
17,1,Sebastian VettelVET,Red Bull Racing Renault,1:44.954,+6.284s,4
18,24,Timo GlockGLO,Virgin Cosworth,1:45.183,+6.513s,15
19,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:45.237,+6.567s,11
20,22,Narain KarthikeyanKAR,HRT Cosworth,1:48.461,+9.791s,8
21,20,Karun ChandhokCHD,Lotus Renault,1:51.676,+13.006s,6
22,17,Sergio PerezPER,Sauber Ferrari,1:55.791,+17.121s,13
23,4,Jenson ButtonBUT,McLaren Mercedes,2:00.666,+21.996s,4
24,3,Lewis HamiltonHAM,McLaren Mercedes,,,1
