Pos,No,Driver,Car,Time,Gap,Laps
1,8,Nico RosbergROS,Mercedes,1:15.591,,32
2,5,Fernando AlonsoALO,Ferrari,1:16.139,+0.548s,27
3,7,Michael SchumacherMSC,Mercedes,1:16.549,+0.958s,30
4,6,Felipe MassaMAS,Ferrari,1:16.658,+1.067s,26
5,4,Jenson ButtonBUT,McLaren Mercedes,1:16.676,+1.085s,20
6,3,Lewis HamiltonHAM,McLaren Mercedes,1:16.842,+1.251s,19
7,11,Rubens BarrichelloBAR,Williams Cosworth,1:16.990,+1.399s,28
8,15,Paul di RestaDIR,Force India Mercedes,1:17.294,+1.703s,26
9,9,Nick HeidfeldHEI,Renault,1:17.445,+1.854s,28
10,14,Nico HulkenbergHUL,Force India Mercedes,1:17.549,+1.958s,20
11,17,Sergio PerezPER,Sauber Ferrari,1:17.662,+2.071s,27
12,2,Mark WebberWEB,Red Bull Racing Renault,1:17.820,+2.229s,30
13,19,Jaime AlguersuariALG,STR Ferrari,1:18.458,+2.867s,31
14,10,Vitaly PetrovPET,Renault,1:18.506,+2.915s,15
15,18,Daniel RicciardoRIC,STR Ferrari,1:18.648,+3.057s,35
16,1,Sebastian VettelVET,Red Bull Racing Renault,1:18.852,+3.261s,8
17,12,Pastor MaldonadoMAL,Williams Cosworth,1:18.932,+3.341s,20
18,21,Jarno TrulliTRU,Lotus Renault,1:19.274,+3.683s,29
19,20,Heikki KovalainenKOV,Lotus Renault,1:19.422,+3.831s,30
20,16,Kamui KobayashiKOB,Sauber Ferrari,1:19.577,+3.986s,26
21,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:19.838,+4.247s,31
22,23,Vitantonio LiuzziLIU,HRT Cosworth,1:19.960,+4.369s,23
23,24,Timo GlockGLO,Virgin Cosworth,1:20.520,+4.929s,21
24,22,Narain KarthikeyanKAR,HRT Cosworth,1:20.839,+5.248s,27
