Pos,No,Driver,Car,Time,Gap,Laps
1,2,Mark WebberWEB,Red Bull Racing Renault,1:26.831,,20
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:27.158,+0.327s,19
3,5,Fernando AlonsoALO,Ferrari,1:27.749,+0.918s,20
4,8,Nico RosbergROS,Mercedes,1:28.152,+1.321s,16
5,11,Rubens BarrichelloBAR,Williams Cosworth,1:28.430,+1.599s,24
6,4,Jenson ButtonBUT,McLaren Mercedes,1:28.440,+1.609s,29
7,3,Lewis HamiltonHAM,McLaren Mercedes,1:28.483,+1.652s,26
8,7,Michael SchumacherMSC,Mercedes,1:28.690,+1.859s,14
9,16,Kamui KobayashiKOB,Sauber Ferrari,1:28.725,+1.894s,13
10,10,Vitaly PetrovPET,Renault,1:28.765,+1.934s,15
11,6,Felipe MassaMAS,Ferrari,1:28.842,+2.011s,20
12,9,Nick HeidfeldHEI,Renault,1:28.928,+2.097s,14
13,14,Adrian SutilSUT,Force India Mercedes,1:29.314,+2.483s,19
14,18,Sebastien BuemiBUE,STR Ferrari,1:29.328,+2.497s,21
15,12,Pastor MaldonadoMAL,Williams Cosworth,1:29.403,+2.572s,24
16,19,Daniel RicciardoRIC,STR Ferrari,1:29.468,+2.637s,23
17,17,Sergio PerezPER,Sauber Ferrari,1:29.643,+2.812s,18
18,15,Nico HulkenbergHUL,Force India Mercedes,1:31.002,+4.171s,20
19,20,Heikki KovalainenKOV,Lotus Renault,1:32.428,+5.597s,13
20,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:35.282,+8.451s,17
21,24,Timo GlockGLO,Virgin Cosworth,1:35.289,+8.458s,15
22,21,Karun ChandhokCHD,Lotus Renault,,,1
