Pos,No,Driver,Car,Time,Gap,Laps
1,2,Mark WebberWEB,Red Bull Racing Renault,1:25.142,,27
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:26.149,+1.007s,20
3,8,Nico RosbergROS,Mercedes,1:26.379,+1.237s,29
4,5,Fernando AlonsoALO,Ferrari,1:26.480,+1.338s,27
5,17,Sergio PerezPER,Sauber Ferrari,1:26.738,+1.596s,26
6,3,Lewis HamiltonHAM,McLaren Mercedes,1:26.988,+1.846s,19
7,7,Michael SchumacherMSC,Mercedes,1:27.016,+1.874s,32
8,9,Nick HeidfeldHEI,Renault,1:27.132,+1.990s,21
9,4,Jenson ButtonBUT,McLaren Mercedes,1:27.138,+1.996s,22
10,11,Rubens BarrichelloBAR,Williams Cosworth,1:27.212,+2.070s,20
11,10,Vitaly PetrovPET,Renault,1:27.241,+2.099s,22
12,18,Daniel RicciardoRIC,STR Ferrari,1:27.471,+2.329s,23
13,12,Pastor MaldonadoMAL,Williams Cosworth,1:28.005,+2.863s,11
14,15,Nico HulkenbergHUL,Force India Mercedes,1:28.027,+2.885s,26
15,14,Adrian SutilSUT,Force India Mercedes,1:28.163,+3.021s,22
16,6,Felipe MassaMAS,Ferrari,1:28.654,+3.512s,28
17,16,Kamui KobayashiKOB,Sauber Ferrari,1:28.819,+3.677s,23
18,19,Jaime AlguersuariALG,STR Ferrari,1:28.995,+3.853s,9
19,20,Heikki KovalainenKOV,Lotus Renault,1:29.231,+4.089s,21
20,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:30.896,+5.754s,18
21,24,Timo GlockGLO,Virgin Cosworth,1:31.235,+6.093s,24
22,23,Vitantonio LiuzziLIU,HRT Cosworth,1:31.268,+6.126s,23
23,21,Jarno TrulliTRU,Lotus Renault,1:31.418,+6.276s,12
24,22,Narain KarthikeyanKAR,HRT Cosworth,1:32.106,+6.964s,25
