Pos,No,Driver,Car,Time,Gap
1,5,Nigel MansellMAN,Williams Renault,1:14.094,
2,1,Ayrton SennaSEN,McLaren Honda,1:14.507,+0.413s
3,2,Gerhard BergerBER,McLaren Honda,1:15.197,+1.103s
4,6,Riccardo PatresePAT,Williams Renault,1:15.237,+1.143s
5,19,Michael SchumacherMSC,Benetton Ford,1:16.418,+2.324s
6,12,Johnny HerbertHER,Lotus Ford,1:16.576,+2.482s
7,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:16.658,+2.564s
8,27,Jean AlesiALE,Ferrari,1:16.705,+2.611s
9,11,Mika HakkinenHAK,Lotus Ford,1:17.118,+3.024s
10,20,Martin BrundleBRU,Benetton Ford,1:17.219,+3.125s
11,25,Thierry BoutsenBOU,Ligier Renault,1:17.276,+3.182s
12,9,Michele AlboretoALB,Footwork Mugen Honda,1:17.348,+3.254s
13,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:17.399,+3.305s
14,32,Stefano ModenaMOD,Jordan Yamaha,1:17.473,+3.379s
15,22,Pierluigi MartiniMAR,Dallara Ferrari,1:17.545,+3.451s
16,29,Bertrand GachotGAC,Venturi Lamborghini,1:17.558,+3.464s
17,23,Christian FittipaldiFIT,Minardi Lamborghini,1:17.568,+3.474s
18,26,Erik ComasCOM,Ligier Renault,1:17.622,+3.528s
19,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:17.669,+3.575s
20,33,Mauricio GugelminGUG,Jordan Yamaha,1:18.439,+4.345s
21,28,Nicola LariniLAR,Ferrari,1:18.504,+4.410s
22,17,Emanuele NaspettiNAS,March Ilmor,1:18.677,+4.583s
23,24,Gianni MorbidelliMOR,Minardi Lamborghini,1:18.870,+4.776s
24,16,Jan LammersLAM,March Ilmor,1:18.967,+4.873s
25,21,Jyrki JarvilehtoJAR,Dallara Ferrari,1:19.189,+5.095s
26,30,Ukyo KatayamaKAT,Venturi Lamborghini,1:19.259,+5.165s
