Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:52.522,,6
2,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:52.631,+0.109s,6
3,13,Pastor MaldonadoMAL,Lotus Renault,1:53.044,+0.522s,10
4,8,Romain GrosjeanGRO,Lotus Renault,1:53.566,+1.044s,6
5,99,Adrian SutilSUT,Sauber Ferrari,1:53.585,+1.063s,12
6,26,Daniil KvyatKVY,STR Renault,1:53.654,+1.132s,15
7,20,Kevin MagnussenMAG,McLaren Mercedes,1:53.911,+1.389s,5
8,22,Jenson ButtonBUT,McLaren Mercedes,1:54.041,+1.519s,6
9,77,Valtteri BottasBOT,Williams Mercedes,1:54.217,+1.695s,4
10,7,Kimi RäikkönenRAI,Ferrari,1:54.558,+2.036s,5
11,25,Jean-Eric VergneVER,STR Renault,1:54.602,+2.080s,6
12,21,Esteban Gutierrez GUT,Sauber Ferrari,1:54.761,+2.239s,13
13,19,Felipe MassaMAS,Williams Mercedes,1:55.003,+2.481s,4
14,27,Nico HulkenbergHUL,Force India Mercedes,1:55.688,+3.166s,6
15,11,Sergio PerezPER,Force India Mercedes,1:56.918,+4.396s,7
16,9,Marcus EricssonERI,Caterham Renault,1:57.091,+4.569s,10
17,17,Jules BianchiBIA,Marussia Ferrari,1:57.566,+5.044s,6
18,10,Kamui KobayashiKOB,Caterham Renault,1:57.914,+5.392s,10
19,4,Max ChiltonCHI,Marussia Ferrari,,,1
20,14,Fernando AlonsoALO,Ferrari,,,4
21,6,Nico RosbergROS,Mercedes,,,4
22,44,Lewis HamiltonHAM,Mercedes,,,5
