Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:37.107,,13
2,6,Nico RosbergROS,Mercedes,1:37.990,+0.883s,15
3,19,Felipe MassaMAS,Williams Mercedes,1:38.214,+1.107s,19
4,77,Valtteri BottasBOT,Williams Mercedes,1:38.437,+1.330s,20
5,14,Fernando AlonsoALO,Ferrari,1:38.727,+1.620s,13
6,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:38.927,+1.820s,16
7,27,Nico HulkenbergHUL,Force India Mercedes,1:38.960,+1.853s,20
8,99,Adrian SutilSUT,Sauber Ferrari,1:39.000,+1.893s,22
9,7,Kimi RäikkönenRAI,Ferrari,1:39.143,+2.036s,17
10,22,Jenson ButtonBUT,McLaren Mercedes,1:39.241,+2.134s,22
11,20,Kevin MagnussenMAG,McLaren Mercedes,1:39.335,+2.228s,19
12,13,Pastor MaldonadoMAL,Lotus Renault,1:39.448,+2.341s,18
13,8,Romain GrosjeanGRO,Lotus Renault,1:39.561,+2.454s,21
14,11,Sergio PerezPER,Force India Mercedes,1:39.582,+2.475s,21
15,26,Daniil KvyatKVY,STR Renault,1:39.688,+2.581s,19
16,21,Esteban Gutierrez GUT,Sauber Ferrari,1:40.208,+3.101s,22
17,25,Jean-Eric VergneVER,STR Renault,1:41.443,+4.336s,12
18,1,Sebastian VettelVET,Red Bull Racing Renault,1:43.765,+6.658s,25
