Pos,No,Driver,Car,Time,Gap,Laps
1,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:53.958,,5
2,19,Felipe MassaMAS,Williams Mercedes,1:54.492,+0.534s,5
3,8,Romain GrosjeanGRO,Lotus Renault,1:54.514,+0.556s,4
4,27,Nico HulkenbergHUL,Force India Mercedes,1:55.032,+1.074s,6
5,7,Kimi RäikkönenRAI,Ferrari,1:55.062,+1.104s,4
6,13,Pastor MaldonadoMAL,Lotus Renault,1:55.228,+1.270s,12
7,26,Daniil KvyatKVY,STR Renault,1:55.235,+1.277s,7
8,77,Valtteri BottasBOT,Williams Mercedes,1:55.381,+1.423s,5
9,22,Jenson ButtonBUT,McLaren Mercedes,1:55.673,+1.715s,4
10,11,Sergio PerezPER,Force India Mercedes,1:56.019,+2.061s,6
11,1,Sebastian VettelVET,Red Bull Racing Renault,1:56.233,+2.275s,8
12,25,Jean-Eric VergneVER,STR Renault,1:56.380,+2.422s,9
13,99,Adrian SutilSUT,Sauber Ferrari,1:56.760,+2.802s,8
14,4,Max ChiltonCHI,Marussia Ferrari,1:56.841,+2.883s,13
15,21,Esteban Gutierrez GUT,Sauber Ferrari,1:57.468,+3.510s,9
16,10,Kamui KobayashiKOB,Caterham Renault,1:57.812,+3.854s,12
17,17,Jules BianchiBIA,Marussia Ferrari,1:57.976,+4.018s,14
18,9,Marcus EricssonERI,Caterham Renault,1:59.507,+5.549s,6
19,6,Nico RosbergROS,Mercedes,,,4
20,20,Kevin MagnussenMAG,McLaren Mercedes,,,3
21,14,Fernando AlonsoALO,Ferrari,,,1
22,44,Lewis HamiltonHAM,Mercedes,,,3
