Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:32.158,,13
2,2,Rubens BarrichelloBAR,Ferrari,1:32.651,+0.493s,13
3,35,Anthony DavidsonDAV,BAR Honda,1:32.958,+0.800s,19
4,3,Juan Pablo MontoyaMOY,Williams BMW,1:33.027,+0.869s,14
5,9,Jenson ButtonBUT,BAR Honda,1:33.898,+1.740s,13
6,5,David CoulthardCOU,McLaren Mercedes,1:34.023,+1.865s,10
7,38,Ricardo ZontaZON,Toyota,1:34.289,+2.131s,21
8,12,Felipe MassaMAS,Sauber Petronas,1:34.488,+2.330s,12
9,6,Kimi RäikkönenRAI,McLaren Mercedes,1:34.603,+2.445s,10
10,10,Takuma SatoSAT,BAR Honda,1:34.610,+2.452s,12
11,4,Ralf SchumacherRSC,Williams BMW,1:34.619,+2.461s,13
12,7,Jarno TrulliTRU,Renault,1:34.796,+2.638s,6
13,8,Fernando AlonsoALO,Renault,1:34.810,+2.652s,10
14,18,Nick HeidfeldHEI,Jordan Ford,1:34.872,+2.714s,11
15,19,Giorgio PantanoPAN,Jordan Ford,1:34.967,+2.809s,17
16,11,Giancarlo FisichellaFIS,Sauber Petronas,1:35.388,+3.230s,8
17,39,Timo GlockGLO,Jordan Ford,1:35.760,+3.602s,16
18,14,Mark WebberWEB,Jaguar Cosworth,1:35.905,+3.747s,11
19,17,Olivier PanisPAN,Toyota,1:35.981,+3.823s,14
20,16,Cristiano da MattaDAM,Toyota,1:36.359,+4.201s,16
21,15,Christian KlienKLI,Jaguar Cosworth,1:36.645,+4.487s,12
22,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:37.049,+4.891s,12
23,20,Gianmaria BruniBRU,Minardi Cosworth,1:37.347,+5.189s,12
24,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:37.443,+5.285s,12
25,40,Bas LeindersLEI,Minardi Cosworth,1:37.792,+5.634s,18
