Pos,No,Driver,Car,Time,Gap,Laps
1,35,Anthony DavidsonDAV,BAR Honda,1:29.447,,19
2,1,Michael SchumacherMSC,Ferrari,1:29.631,+0.184s,14
3,2,Rubens BarrichelloBAR,Ferrari,1:29.865,+0.418s,12
4,14,Mark WebberWEB,Jaguar Cosworth,1:31.448,+2.001s,6
5,38,Ricardo ZontaZON,Toyota,1:31.587,+2.140s,23
6,6,Kimi RäikkönenRAI,McLaren Mercedes,1:31.643,+2.196s,4
7,12,Felipe MassaMAS,Sauber Petronas,1:31.673,+2.226s,9
8,4,Ralf SchumacherRSC,Williams BMW,1:31.680,+2.233s,14
9,8,Fernando AlonsoALO,Renault,1:31.768,+2.321s,16
10,9,Jenson ButtonBUT,BAR Honda,1:31.770,+2.323s,11
11,3,Juan Pablo MontoyaMOY,Williams BMW,1:31.782,+2.335s,10
12,17,Olivier PanisPAN,Toyota,1:31.910,+2.463s,10
13,5,David CoulthardCOU,McLaren Mercedes,1:32.301,+2.854s,5
14,10,Takuma SatoSAT,BAR Honda,1:32.500,+3.053s,10
15,7,Jarno TrulliTRU,Renault,1:32.696,+3.249s,15
16,16,Cristiano da MattaDAM,Toyota,1:32.915,+3.468s,15
17,39,Timo GlockGLO,Jordan Ford,1:33.925,+4.478s,15
18,18,Nick HeidfeldHEI,Jordan Ford,1:33.971,+4.524s,10
19,15,Christian KlienKLI,Jaguar Cosworth,1:34.402,+4.955s,11
20,19,Giorgio PantanoPAN,Jordan Ford,1:34.488,+5.041s,15
21,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:35.043,+5.596s,9
22,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:35.186,+5.739s,13
23,20,Gianmaria BruniBRU,Minardi Cosworth,1:35.455,+6.008s,17
24,40,Bas LeindersLEI,Minardi Cosworth,1:37.609,+8.162s,15
25,11,Giancarlo FisichellaFIS,Sauber Petronas,,,2
