Pos,No,Driver,Car,Time,Gap,Laps
1,1,Michael SchumacherMSC,Ferrari,1:34.437,,11
2,2,Rubens BarrichelloBAR,Ferrari,1:35.380,+0.943s,8
3,35,Anthony DavidsonDAV,BAR Honda,1:35.970,+1.533s,21
4,38,Ricardo ZontaZON,Toyota,1:36.147,+1.710s,21
5,4,Ralf SchumacherRSC,Williams BMW,1:36.229,+1.792s,11
6,6,Kimi RäikkönenRAI,McLaren Mercedes,1:36.314,+1.877s,5
7,14,Mark WebberWEB,Jaguar Cosworth,1:36.478,+2.041s,6
8,3,Juan Pablo MontoyaMOY,Williams BMW,1:36.606,+2.169s,9
9,9,Jenson ButtonBUT,BAR Honda,1:37.018,+2.581s,5
10,8,Fernando AlonsoALO,Renault,1:37.119,+2.682s,13
11,5,David CoulthardCOU,McLaren Mercedes,1:37.438,+3.001s,4
12,17,Olivier PanisPAN,Toyota,1:37.590,+3.153s,12
13,7,Jarno TrulliTRU,Renault,1:37.816,+3.379s,10
14,11,Giancarlo FisichellaFIS,Sauber Petronas,1:37.995,+3.558s,5
15,10,Takuma SatoSAT,BAR Honda,1:38.023,+3.586s,6
16,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:38.086,+3.649s,18
17,15,Christian KlienKLI,Jaguar Cosworth,1:38.554,+4.117s,11
18,16,Cristiano da MattaDAM,Toyota,1:38.734,+4.297s,11
19,39,Timo GlockGLO,Jordan Ford,1:38.788,+4.351s,18
20,18,Nick HeidfeldHEI,Jordan Ford,1:38.831,+4.394s,8
21,19,Giorgio PantanoPAN,Jordan Ford,1:39.860,+5.423s,14
22,20,Gianmaria BruniBRU,Minardi Cosworth,1:41.149,+6.712s,6
23,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:42.556,+8.119s,14
24,12,Felipe MassaMAS,Sauber Petronas,1:42.718,+8.281s,5
25,40,Bas LeindersLEI,Minardi Cosworth,1:43.424,+8.987s,15
