Pos,No,Driver,Car,Time,Gap,Laps
1,2,Rubens BarrichelloBAR,Ferrari,1:11.354,,16
2,1,Michael SchumacherMSC,Ferrari,1:11.619,+0.265s,16
3,35,Anthony DavidsonDAV,BAR Honda,1:11.693,+0.339s,23
4,3,Juan Pablo MontoyaMOY,Williams BMW,1:12.008,+0.654s,11
5,38,Ricardo ZontaZON,Toyota,1:12.366,+1.012s,25
6,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:12.424,+1.070s,25
7,9,Jenson ButtonBUT,BAR Honda,1:12.553,+1.199s,14
8,11,Giancarlo FisichellaFIS,Sauber Petronas,1:12.575,+1.221s,12
9,17,Olivier PanisPAN,Toyota,1:12.631,+1.277s,16
10,4,Ralf SchumacherRSC,Williams BMW,1:12.850,+1.496s,14
11,8,Fernando AlonsoALO,Renault,1:12.989,+1.635s,15
12,6,Kimi RäikkönenRAI,McLaren Mercedes,1:13.147,+1.793s,8
13,7,Jarno TrulliTRU,Renault,1:13.351,+1.997s,15
14,12,Felipe MassaMAS,Sauber Petronas,1:13.371,+2.017s,17
15,10,Takuma SatoSAT,BAR Honda,1:13.532,+2.178s,12
16,16,Cristiano da MattaDAM,Toyota,1:13.555,+2.201s,18
17,14,Mark WebberWEB,Jaguar Cosworth,1:13.762,+2.408s,10
18,5,David CoulthardCOU,McLaren Mercedes,1:13.916,+2.562s,10
19,15,Christian KlienKLI,Jaguar Cosworth,1:14.407,+3.053s,26
20,39,Timo GlockGLO,Jordan Ford,1:15.017,+3.663s,25
21,18,Nick HeidfeldHEI,Jordan Ford,1:15.020,+3.666s,14
22,40,Bas LeindersLEI,Minardi Cosworth,1:15.028,+3.674s,20
23,19,Giorgio PantanoPAN,Jordan Ford,1:15.260,+3.906s,20
24,20,Gianmaria BruniBRU,Minardi Cosworth,1:15.468,+4.114s,9
25,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:17.051,+5.697s,16
