Pos,No,Driver,Car,Time,Gap,Laps
1,35,Anthony DavidsonDAV,BAR Honda,1:15.756,,32
2,1,Michael SchumacherMSC,Ferrari,1:15.864,+0.108s,11
3,6,Kimi RäikkönenRAI,McLaren Mercedes,1:16.318,+0.562s,8
4,38,Ricardo ZontaZON,Toyota,1:16.340,+0.584s,36
5,11,Giancarlo FisichellaFIS,Sauber Petronas,1:16.451,+0.695s,11
6,17,Olivier PanisPAN,Toyota,1:16.484,+0.728s,20
7,2,Rubens BarrichelloBAR,Ferrari,1:16.493,+0.737s,16
8,9,Jenson ButtonBUT,BAR Honda,1:16.544,+0.788s,12
9,3,Juan Pablo MontoyaMOY,Williams BMW,1:16.795,+1.039s,14
10,4,Antonio PizzoniaPIZ,Williams BMW,1:16.845,+1.089s,14
11,5,David CoulthardCOU,McLaren Mercedes,1:16.916,+1.160s,8
12,16,Cristiano da MattaDAM,Toyota,1:17.111,+1.355s,21
13,8,Fernando AlonsoALO,Renault,1:17.142,+1.386s,11
14,12,Felipe MassaMAS,Sauber Petronas,1:17.361,+1.605s,18
15,7,Jarno TrulliTRU,Renault,1:17.487,+1.731s,14
16,10,Takuma SatoSAT,BAR Honda,1:17.526,+1.770s,14
17,37,Bjorn WirdheimWIR,Jaguar Cosworth,1:17.714,+1.958s,20
18,18,Nick HeidfeldHEI,Jordan Ford,1:18.257,+2.501s,15
19,39,Timo GlockGLO,Jordan Ford,1:18.768,+3.012s,17
20,15,Christian KlienKLI,Jaguar Cosworth,1:18.810,+3.054s,9
21,20,Gianmaria BruniBRU,Minardi Cosworth,1:19.088,+3.332s,17
22,40,Bas LeindersLEI,Minardi Cosworth,1:19.270,+3.514s,14
23,21,Zsolt BaumgartnerBAU,Minardi Cosworth,1:19.959,+4.203s,13
24,19,Giorgio PantanoPAN,Jordan Ford,1:20.029,+4.273s,17
25,14,Mark WebberWEB,Jaguar Cosworth,,,1
