Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:15.989
2,44,Lewis HamiltonHAM,Mercedes,1:16.048
3,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:16.384
4,1,Sebastian VettelVET,Red Bull Racing Renault,1:16.547
5,14,Fernando AlonsoALO,Ferrari,1:16.686
6,7,Kimi RäikkönenRAI,Ferrari,1:17.389
7,25,Jean-Eric VergneVER,STR Renault,1:17.540
8,20,Kevin MagnussenMAG,McLaren Mercedes,1:17.555
9,26,Daniil KvyatKVY,STR Renault,1:18.090
10,11,Sergio PerezPER,Force India Mercedes,1:18.327
11,27,Nico HulkenbergHUL,Force India Mercedes,1:17.846
12,22,Jenson ButtonBUT,McLaren Mercedes,1:17.988
13,77,Valtteri BottasBOT,Williams Mercedes,1:18.082
14,8,Romain GrosjeanGRO,Lotus Renault,1:18.196
15,13,Pastor MaldonadoMAL,Lotus Renault,1:18.356
16,19,Felipe MassaMAS,Williams Mercedes,
17,21,Esteban Gutierrez GUT,Sauber Ferrari,1:18.741
18,99,Adrian SutilSUT,Sauber Ferrari,1:18.745
19,4,Max ChiltonCHI,Marussia Ferrari,1:19.928
20,10,Kamui KobayashiKOB,Caterham Renault,1:20.133
21,17,Jules BianchiBIA,Marussia Ferrari,1:19.332
