Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:16.540
2,77,Valtteri BottasBOT,Williams Mercedes,1:16.759
3,19,Felipe MassaMAS,Williams Mercedes,1:17.078
4,20,Kevin MagnussenMAG,McLaren Mercedes,1:17.214
5,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:17.273
6,1,Sebastian VettelVET,Red Bull Racing Renault,1:17.577
7,14,Fernando AlonsoALO,Ferrari,1:17.649
8,26,Daniil KvyatKVY,STR Renault,1:17.965
9,27,Nico HulkenbergHUL,Force India Mercedes,1:18.014
10,11,Sergio PerezPER,Force India Mercedes,1:18.035
11,22,Jenson ButtonBUT,McLaren Mercedes,1:18.193
12,7,Kimi RäikkönenRAI,Ferrari,1:18.273
13,25,Jean-Eric VergneVER,STR Renault,1:18.285
14,8,Romain GrosjeanGRO,Lotus Renault,1:18.983
15,99,Adrian SutilSUT,Sauber Ferrari,1:19.142
16,21,Esteban Gutierrez GUT,Sauber Ferrari,1:18.787
17,17,Jules BianchiBIA,Marussia Ferrari,1:19.676
18,13,Pastor MaldonadoMAL,Lotus Renault,1:20.195
19,10,Kamui KobayashiKOB,Caterham Renault,1:20.408
20,44,Lewis HamiltonHAM,Mercedes,
21,4,Max ChiltonCHI,Marussia Ferrari,1:20.489
