Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:24.109
2,6,Nico RosbergROS,Mercedes,1:24.383
3,77,Valtteri BottasBOT,Williams Mercedes,1:24.697
4,19,Felipe MassaMAS,Williams Mercedes,1:24.865
5,20,Kevin MagnussenMAG,McLaren Mercedes,1:25.314
6,22,Jenson ButtonBUT,McLaren Mercedes,1:25.379
7,14,Fernando AlonsoALO,Ferrari,1:25.430
8,1,Sebastian VettelVET,Red Bull Racing Renault,1:25.436
9,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:25.709
10,11,Sergio PerezPER,Force India Mercedes,1:25.944
11,7,Kimi RäikkönenRAI,Ferrari,1:26.110
12,25,Jean-Eric VergneVER,STR Renault,1:26.157
13,27,Nico HulkenbergHUL,Force India Mercedes,1:26.279
14,99,Adrian SutilSUT,Sauber Ferrari,1:26.588
15,21,Esteban Gutierrez GUT,Sauber Ferrari,1:26.692
16,13,Pastor MaldonadoMAL,Lotus Renault,1:27.520
17,8,Romain GrosjeanGRO,Lotus Renault,1:27.632
18,10,Kamui KobayashiKOB,Caterham Renault,1:27.671
19,17,Jules BianchiBIA,Marussia Ferrari,1:27.738
20,4,Max ChiltonCHI,Marussia Ferrari,1:28.247
21,26,Daniil KvyatKVY,STR Renault,1:26.070
