Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:33.185
2,44,Lewis HamiltonHAM,Mercedes,1:33.464
3,77,Valtteri BottasBOT,Williams Mercedes,1:34.247
4,11,Sergio PerezPER,Force India Mercedes,1:34.346
5,7,Kimi RäikkönenRAI,Ferrari,1:34.368
6,22,Jenson ButtonBUT,McLaren Mercedes,1:34.387
7,19,Felipe MassaMAS,Williams Mercedes,1:34.511
8,20,Kevin MagnussenMAG,McLaren Mercedes,1:34.712
9,14,Fernando AlonsoALO,Ferrari,1:34.992
10,1,Sebastian VettelVET,Red Bull Racing Renault,1:34.985
11,27,Nico HulkenbergHUL,Force India Mercedes,1:35.116
12,26,Daniil KvyatKVY,STR Renault,1:35.145
13,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:34.051
14,25,Jean-Eric VergneVER,STR Renault,1:35.286
15,21,Esteban Gutierrez GUT,Sauber Ferrari,1:35.891
16,8,Romain GrosjeanGRO,Lotus Renault,1:35.908
17,13,Pastor MaldonadoMAL,Lotus Renault,1:36.663
18,10,Kamui KobayashiKOB,Caterham Renault,1:37.085
19,17,Jules BianchiBIA,Marussia Ferrari,1:37.310
20,9,Marcus EricssonERI,Caterham Renault,1:37.875
21,4,Max ChiltonCHI,Marussia Ferrari,1:37.913
22,99,Adrian SutilSUT,Sauber Ferrari,1:36.840
