Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:25.232
2,6,Nico RosbergROS,Mercedes,1:25.400
3,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:26.285
4,77,Valtteri BottasBOT,Williams Mercedes,1:26.632
5,8,Romain GrosjeanGRO,Lotus Renault,1:26.960
6,7,Kimi RäikkönenRAI,Ferrari,1:27.104
7,14,Fernando AlonsoALO,Ferrari,1:27.140
8,22,Jenson ButtonBUT,McLaren Mercedes,1:27.335
9,19,Felipe MassaMAS,Williams Mercedes,1:27.402
10,27,Nico HulkenbergHUL,Force India Mercedes,1:27.685
11,11,Sergio PerezPER,Force India Mercedes,1:28.002
12,26,Daniil KvyatKVY,STR Renault,1:28.039
13,21,Esteban Gutierrez GUT,Sauber Ferrari,1:28.280
14,20,Kevin MagnussenMAG,McLaren Mercedes,
15,1,Sebastian VettelVET,Red Bull Racing Renault,
16,99,Adrian SutilSUT,Sauber Ferrari,1:28.563
17,4,Max ChiltonCHI,Marussia Ferrari,1:29.586
18,17,Jules BianchiBIA,Marussia Ferrari,1:30.177
19,9,Marcus EricssonERI,Caterham Renault,1:30.312
20,10,Kamui KobayashiKOB,Caterham Renault,1:30.375
21,25,Jean-Eric VergneVER,STR Renault,
22,13,Pastor MaldonadoMAL,Lotus Renault,
