Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:36.067
2,44,Lewis HamiltonHAM,Mercedes,1:36.443
3,77,Valtteri BottasBOT,Williams Mercedes,1:36.906
4,19,Felipe MassaMAS,Williams Mercedes,1:37.205
5,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:37.244
6,14,Fernando AlonsoALO,Ferrari,1:37.610
7,20,Kevin MagnussenMAG,McLaren Mercedes,1:37.706
8,7,Kimi RäikkönenRAI,Ferrari,1:37.804
9,99,Adrian SutilSUT,Sauber Ferrari,1:38.810
10,13,Pastor MaldonadoMAL,Lotus Renault,1:38.467
11,11,Sergio PerezPER,Force India Mercedes,1:38.554
12,22,Jenson ButtonBUT,McLaren Mercedes,1:37.655
13,27,Nico HulkenbergHUL,Force India Mercedes,1:38.598
14,25,Jean-Eric VergneVER,STR Renault,1:39.250
15,21,Esteban Gutierrez GUT,Sauber Ferrari,1:39.555
16,8,Romain GrosjeanGRO,Lotus Renault,1:39.679
17,26,Daniil KvyatKVY,STR Renault,1:38.699
