Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:32.506
2,44,Lewis HamiltonHAM,Mercedes,1:32.703
3,77,Valtteri BottasBOT,Williams Mercedes,1:33.128
4,19,Felipe MassaMAS,Williams Mercedes,1:33.527
5,14,Fernando AlonsoALO,Ferrari,1:33.740
6,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:34.075
7,20,Kevin MagnussenMAG,McLaren Mercedes,1:34.242
8,22,Jenson ButtonBUT,McLaren Mercedes,1:34.317
9,1,Sebastian VettelVET,Red Bull Racing Renault,1:34.432
10,7,Kimi RäikkönenRAI,Ferrari,1:34.548
11,11,Sergio PerezPER,Force India Mercedes,1:35.089
12,26,Daniil KvyatKVY,STR Renault,1:35.092
13,27,Nico HulkenbergHUL,Force India Mercedes,1:35.099
14,99,Adrian SutilSUT,Sauber Ferrari,1:35.364
15,21,Esteban Gutierrez GUT,Sauber Ferrari,1:35.681
16,8,Romain GrosjeanGRO,Lotus Renault,1:35.984
17,9,Marcus EricssonERI,Caterham Renault,1:36.813
18,17,Jules BianchiBIA,Marussia Ferrari,1:36.943
19,10,Kamui KobayashiKOB,Caterham Renault,1:37.015
20,25,Jean-Eric VergneVER,STR Renault,1:34.984
21,4,Max ChiltonCHI,Marussia Ferrari,1:37.481
22,13,Pastor MaldonadoMAL,Lotus Renault,1:35.917
