Pos,No,Driver,Car,Time
1,19,Felipe MassaMAS,Williams Mercedes,1:08.759
2,77,Valtteri BottasBOT,Williams Mercedes,1:08.846
3,6,Nico RosbergROS,Mercedes,1:08.944
4,14,Fernando AlonsoALO,Ferrari,1:09.285
5,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:09.466
6,20,Kevin MagnussenMAG,McLaren Mercedes,1:09.515
7,26,Daniil KvyatKVY,STR Renault,1:09.619
8,7,Kimi RäikkönenRAI,Ferrari,1:10.795
9,44,Lewis HamiltonHAM,Mercedes,
10,27,Nico HulkenbergHUL,Force India Mercedes,
11,22,Jenson ButtonBUT,McLaren Mercedes,1:09.780
12,1,Sebastian VettelVET,Red Bull Racing Renault,1:09.801
13,13,Pastor MaldonadoMAL,Lotus Renault,1:09.939
14,25,Jean-Eric VergneVER,STR Renault,1:10.073
15,11,Sergio PerezPER,Force India Mercedes,1:09.754
16,99,Adrian SutilSUT,Sauber Ferrari,1:10.825
17,21,Esteban Gutierrez GUT,Sauber Ferrari,1:11.349
18,17,Jules BianchiBIA,Marussia Ferrari,1:11.412
19,10,Kamui KobayashiKOB,Caterham Renault,1:11.673
20,9,Marcus EricssonERI,Caterham Renault,1:12.673
21,4,Max ChiltonCHI,Marussia Ferrari,1:11.775
