Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:10.023
2,44,Lewis HamiltonHAM,Mercedes,1:10.056
3,19,Felipe MassaMAS,Williams Mercedes,1:10.247
4,77,Valtteri BottasBOT,Williams Mercedes,1:10.305
5,22,Jenson ButtonBUT,McLaren Mercedes,1:10.930
6,1,Sebastian VettelVET,Red Bull Racing Renault,1:10.938
7,20,Kevin MagnussenMAG,McLaren Mercedes,1:10.969
8,14,Fernando AlonsoALO,Ferrari,1:10.977
9,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:11.075
10,7,Kimi RäikkönenRAI,Ferrari,1:11.099
11,21,Esteban Gutierrez GUT,Sauber Ferrari,1:11.591
12,27,Nico HulkenbergHUL,Force India Mercedes,1:11.976
13,99,Adrian SutilSUT,Sauber Ferrari,1:12.099
14,8,Romain GrosjeanGRO,Lotus Renault,1:12.037
15,25,Jean-Eric VergneVER,STR Renault,1:12.040
16,13,Pastor MaldonadoMAL,Lotus Renault,1:12.233
17,26,Daniil KvyatKVY,STR Renault,
18,11,Sergio PerezPER,Force India Mercedes,1:12.076
