Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing RBPT,1:32.544,,15
2,16,Charles LeclercLEC,Ferrari,1:32.640,+0.096s,16
3,11,Sergio PerezPER,Red Bull Racing RBPT,1:32.791,+0.247s,20
4,63,George RussellRUS,Mercedes,1:32.935,+0.391s,19
5,55,Carlos SainzSAI,Ferrari,1:33.053,+0.509s,20
6,44,Lewis HamiltonHAM,Mercedes,1:33.121,+0.577s,15
7,20,Kevin MagnussenMAG,Haas Ferrari,1:33.437,+0.893s,15
8,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:33.733,+1.189s,21
9,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:33.880,+1.336s,18
10,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:33.920,+1.376s,14
11,4,Lando NorrisNOR,McLaren Mercedes,1:33.955,+1.411s,18
12,27,Nico HulkenbergHUL,Aston Martin Aramco Mercedes,1:33.971,+1.427s,18
13,10,Pierre GaslyGAS,AlphaTauri RBPT,1:34.176,+1.632s,18
14,47,Mick SchumacherMSC,Haas Ferrari,1:34.295,+1.751s,17
15,3,Daniel RicciardoRIC,McLaren Mercedes,1:34.378,+1.834s,20
16,14,Fernando AlonsoALO,Alpine Renault,1:34.628,+2.084s,15
17,23,Alexander AlbonALB,Williams Mercedes,1:34.868,+2.324s,15
18,31,Esteban OconOCO,Alpine Renault,1:34.957,+2.413s,16
19,6,Nicholas LatifiLAT,Williams Mercedes,1:35.667,+3.123s,14
