Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing RBPT,1:27.901,,18
2,11,Sergio PerezPER,Red Bull Racing RBPT,1:28.311,+0.410s,21
3,16,Charles LeclercLEC,Ferrari,1:28.348,+0.447s,21
4,63,George RussellRUS,Mercedes,1:28.426,+0.525s,21
5,44,Lewis HamiltonHAM,Mercedes,1:28.488,+0.587s,24
6,55,Carlos SainzSAI,Ferrari,1:28.689,+0.788s,21
7,4,Lando NorrisNOR,McLaren Mercedes,1:29.102,+1.201s,20
8,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:29.185,+1.284s,20
9,47,Mick SchumacherMSC,Haas Ferrari,1:29.510,+1.609s,21
10,14,Fernando AlonsoALO,Alpine Renault,1:29.520,+1.619s,20
11,31,Esteban OconOCO,Alpine Renault,1:29.552,+1.651s,24
12,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:29.593,+1.692s,25
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:29.752,+1.851s,17
14,23,Alexander AlbonALB,Williams Mercedes,1:29.780,+1.879s,22
15,10,Pierre GaslyGAS,AlphaTauri RBPT,1:29.885,+1.984s,23
16,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:29.892,+1.991s,26
17,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:30.039,+2.138s,22
18,3,Daniel RicciardoRIC,McLaren Mercedes,1:30.293,+2.392s,21
19,6,Nicholas LatifiLAT,Williams Mercedes,1:30.489,+2.588s,16
20,20,Kevin MagnussenMAG,Haas Ferrari,1:30.523,+2.622s,19
