Pos,No,Driver,Car,Laps,Time/retired,Pts
1,28,Didier PironiPIR,Ferrari,60,1:36:38.887,9
2,27,Gilles VilleneuveVIL,Ferrari,60,+0.370s,6
3,3,Michele AlboretoALB,Tyrrell Ford,60,+67.680s,4
4,31,Jean-Pierre JarierJAR,Osella Ford,59,+1 lap,3
5,10,Eliseo SalazarSAL,ATS Ford,57,+3 laps,2
DQ,9,Manfred WinkelhockWIN,ATS Ford,54,DSQ,0
NC,36,Teo FabiFAB,Toleman Hart,52,+8 laps,0
NC,16,Rene ArnouxARN,Renault,44,DNF,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,24,DNF,0
NC,32,Riccardo PalettiPAL,Osella Ford,7,DNF,0
NC,15,Alain ProstPRO,Renault,6,DNF,0
NC,22,Andrea de CesarisDEC,Alfa Romeo,4,DNF,0
NC,4,Brian HentonHEN,Tyrrell Ford,0,DNF,0
