Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Elio de AngelisDEA,Lotus Ford,53,1:25:02.212,9
2,6,Keke RosbergROS,Williams Ford,53,+0.050s,6
3,26,Jacques LaffiteLAF,Ligier Matra,52,+1 lap,4
4,27,Patrick TambayTAM,Ferrari,52,+1 lap,3
5,8,Niki LaudaLAU,McLaren Ford,52,+1 lap,2
6,30,Mauro BaldiBAL,Arrows Ford,52,+1 lap,1
7,20,Chico SerraSER,Fittipaldi Ford,51,+2 laps,0
8,15,Alain ProstPRO,Renault,48,DNF,0
NC,7,John WatsonWAT,McLaren Ford,44,DNF,0
NC,4,Brian HentonHEN,Tyrrell Ford,32,DNF,0
NC,1,Nelson PiquetPIQ,Brabham BMW,31,DNF,0
NC,33,Tommy ByrneBYR,Theodore Ford,28,DNF,0
NC,29,Marc SurerSUR,Arrows Ford,28,DNF,0
NC,2,Riccardo PatresePAT,Brabham BMW,27,DNF,0
NC,25,Eddie  CheeverCHE,Ligier Matra,22,DNF,0
NC,12,Nigel MansellMAN,Lotus Ford,17,DNF,0
NC,16,Rene ArnouxARN,Renault,16,DNF,0
NC,9,Manfred WinkelhockWIN,ATS Ford,15,DNF,0
NC,35,Derek WarwickWAR,Toleman Hart,7,DNF,0
NC,36,Teo FabiFAB,Toleman Hart,7,DNF,0
NC,14,Roberto GuerreroGUE,Ensign Ford,6,DNF,0
NC,3,Michele AlboretoALB,Tyrrell Ford,1,DNF,0
NC,17,Rupert KeeganKEE,March Ford,1,DNF,0
NC,22,Andrea de CesarisDEC,Alfa Romeo,0,DNF,0
NC,5,Derek DalyDAL,Williams Ford,0,DNF,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,0,DNF,0
