Pos,No,Driver,Car,Laps,Time/retired,Pts
DQ,1,Nelson PiquetPIQ,Brabham Ford,63,1:43:53.760,0
DQ,6,Keke RosbergROS,Williams Ford,63,DSQ,0
1,15,Alain ProstPRO,Renault,63,1:44:33.134,9
2,7,John WatsonWAT,McLaren Ford,63,+2.990s,6
3,12,Nigel MansellMAN,Lotus Ford,63,+36.860s,4
4,3,Michele AlboretoALB,Tyrrell Ford,63,+50.760s,3
5,9,Manfred WinkelhockWIN,ATS Ford,62,+1 lap,2
6,28,Didier PironiPIR,Ferrari,62,+1 lap,1
7,4,Slim BorguddBOR,Tyrrell Ford,61,+2 laps,0
8,17,Jochen MassMAS,March Ford,61,+2 laps,0
9,31,Jean-Pierre JarierJAR,Osella Ford,60,+3 laps,0
10,30,Mauro BaldiBAL,Arrows Ford,57,+6 laps,0
NC,10,Eliseo SalazarSAL,ATS Ford,38,DNF,0
NC,20,Chico SerraSER,Fittipaldi Ford,36,DNF,0
NC,2,Riccardo PatresePAT,Brabham Ford,34,DNF,0
NC,27,Gilles VilleneuveVIL,Ferrari,29,DNF,0
NC,8,Niki LaudaLAU,McLaren Ford,22,DNF,0
NC,16,Rene ArnouxARN,Renault,21,DNF,0
NC,5,Carlos ReutemannREU,Williams Ford,21,DNF,0
NC,11,Elio de AngelisDEA,Lotus Ford,21,DNF,0
NC,25,Eddie  CheeverCHE,Ligier Matra,19,DNF,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,16,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Matra,15,DNF,0
NC,22,Andrea de CesarisDEC,Alfa Romeo,14,DNF,0
NC,33,Derek DalyDAL,Theodore Ford,12,DNF,0
NC,18,Raul BoeselBOE,March Ford,11,DNF,0
