Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Nelson PiquetPIQ,Brabham BMW,70,1:46:39.577,9
2,2,Riccardo PatresePAT,Brabham Ford,70,+13.800s,6
3,7,John WatsonWAT,McLaren Ford,70,+61.840s,4
4,11,Elio de AngelisDEA,Lotus Ford,69,+1 lap,3
5,29,Marc SurerSUR,Arrows Ford,69,+1 lap,2
6,22,Andrea de CesarisDEC,Alfa Romeo,68,DNF,1
7,5,Derek DalyDAL,Williams Ford,68,DNF,0
8,30,Mauro BaldiBAL,Arrows Ford,68,+2 laps,0
9,28,Didier PironiPIR,Ferrari,67,+3 laps,0
10,25,Eddie  CheeverCHE,Ligier Matra,66,DNF,0
11,17,Jochen MassMAS,March Ford,66,+4 laps,0
NC,4,Brian HentonHEN,Tyrrell Ford,59,+11 laps,0
NC,6,Keke RosbergROS,Williams Ford,52,DNF,0
NC,18,Raul BoeselBOE,March Ford,47,DNF,0
NC,3,Michele AlboretoALB,Tyrrell Ford,41,DNF,0
NC,15,Alain ProstPRO,Renault,30,DNF,0
NC,16,Rene ArnouxARN,Renault,28,DNF,0
NC,10,Eliseo SalazarSAL,ATS Ford,20,DNF,0
NC,8,Niki LaudaLAU,McLaren Ford,17,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Matra,8,DNF,0
NC,14,Roberto GuerreroGUE,Ensign Ford,2,DNF,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,1,DNF,0
NC,12,Nigel MansellMAN,Lotus Ford,1,DNF,0
NC,33,Geoff LeesLEE,Theodore Ford,0,DNF,0
NC,31,Jean-Pierre JarierJAR,Osella Ford,0,DNF,0
NC,32,Riccardo PalettiPAL,Osella Ford,0,DNF,0
