Pos,No,Driver,Car,Time,Gap,Laps
1,4,Lewis HamiltonHAM,McLaren Mercedes,1:14.026,,35
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:14.300,+0.274s,40
3,2,Mark WebberWEB,Red Bull Racing Renault,1:14.523,+0.497s,37
4,6,Felipe MassaMAS,Ferrari,1:14.553,+0.527s,37
5,5,Fernando AlonsoALO,Ferrari,1:14.592,+0.566s,37
6,7,Michael SchumacherMSC,Mercedes,1:14.654,+0.628s,36
7,8,Nico RosbergROS,Mercedes,1:14.669,+0.643s,40
8,3,Jenson ButtonBUT,McLaren Mercedes,1:14.863,+0.837s,40
9,10,Romain GrosjeanGRO,Lotus Renault,1:14.994,+0.968s,37
10,11,Paul di RestaDIR,Force India Mercedes,1:15.129,+1.103s,39
11,12,Nico HulkenbergHUL,Force India Mercedes,1:15.131,+1.105s,40
12,9,Kimi RäikkönenRAI,Lotus Renault,1:15.371,+1.345s,39
13,19,Bruno SennaSEN,Williams Renault,1:15.432,+1.406s,45
14,15,Sergio PerezPER,Sauber Ferrari,1:15.542,+1.516s,35
15,14,Kamui KobayashiKOB,Sauber Ferrari,1:15.839,+1.813s,43
16,16,Daniel RicciardoRIC,STR Ferrari,1:15.902,+1.876s,39
17,18,Pastor MaldonadoMAL,Williams Renault,1:15.953,+1.927s,47
18,17,Jean-Eric VergneVER,STR Ferrari,1:16.048,+2.022s,40
19,21,Vitaly PetrovPET,Caterham Renault,1:16.126,+2.100s,39
20,20,Heikki KovalainenKOV,Caterham Renault,1:16.655,+2.629s,42
21,22,Pedro de la RosaDLR,HRT Cosworth,1:17.244,+3.218s,15
22,24,Timo GlockGLO,Marussia Cosworth,1:17.675,+3.649s,42
23,25,Charles PicPIC,Marussia Cosworth,1:18.127,+4.101s,31
24,23,Narain KarthikeyanKAR,HRT Cosworth,1:18.139,+4.113s,15
