Pos,No,Driver,Car,Time,Gap,Laps
1,3,Jenson ButtonBUT,McLaren Mercedes,1:23.399,,38
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:23.563,+0.164s,38
3,8,Nico RosbergROS,Mercedes,1:23.771,+0.372s,41
4,4,Lewis HamiltonHAM,McLaren Mercedes,1:23.909,+0.510s,32
5,9,Kimi RäikkönenRAI,Lotus Renault,1:23.918,+0.519s,32
6,10,Romain GrosjeanGRO,Lotus Renault,1:23.964,+0.565s,37
7,2,Mark WebberWEB,Red Bull Racing Renault,1:24.065,+0.666s,34
8,7,Michael SchumacherMSC,Mercedes,1:24.080,+0.681s,36
9,14,Kamui KobayashiKOB,Sauber Ferrari,1:24.214,+0.815s,41
10,12,Nico HulkenbergHUL,Force India Mercedes,1:24.365,+0.966s,22
11,6,Felipe MassaMAS,Ferrari,1:24.418,+1.019s,35
12,15,Sergio PerezPER,Sauber Ferrari,1:24.422,+1.023s,32
13,18,Pastor MaldonadoMAL,Williams Renault,1:24.468,+1.069s,40
14,5,Fernando AlonsoALO,Ferrari,1:24.600,+1.201s,33
15,11,Paul di RestaDIR,Force India Mercedes,1:24.688,+1.289s,30
16,17,Jean-Eric VergneVER,STR Ferrari,1:24.733,+1.334s,34
17,16,Daniel RicciardoRIC,STR Ferrari,1:24.769,+1.370s,37
18,19,Bruno SennaSEN,Williams Renault,1:25.047,+1.648s,42
19,20,Heikki KovalainenKOV,Caterham Renault,1:26.296,+2.897s,36
20,21,Vitaly PetrovPET,Caterham Renault,1:26.740,+3.341s,35
21,24,Timo GlockGLO,Marussia Cosworth,1:27.314,+3.915s,27
22,25,Charles PicPIC,Marussia Cosworth,1:27.664,+4.265s,30
23,22,Pedro de la RosaDLR,HRT Cosworth,1:28.235,+4.836s,26
24,23,Narain KarthikeyanKAR,HRT Cosworth,,,2
