Pos,No,Driver,Car,Time,Gap,Laps
1,7,Michael SchumacherMSC,Mercedes,1:35.973,,32
2,4,Lewis HamiltonHAM,McLaren Mercedes,1:36.145,+0.172s,29
3,1,Sebastian VettelVET,Red Bull Racing Renault,1:36.160,+0.187s,27
4,2,Mark WebberWEB,Red Bull Racing Renault,1:36.433,+0.460s,24
5,8,Nico RosbergROS,Mercedes,1:36.617,+0.644s,31
6,3,Jenson ButtonBUT,McLaren Mercedes,1:36.711,+0.738s,28
7,14,Kamui KobayashiKOB,Sauber Ferrari,1:36.956,+0.983s,28
8,11,Paul di RestaDIR,Force India Mercedes,1:36.966,+0.993s,31
9,12,Nico HulkenbergHUL,Force India Mercedes,1:37.191,+1.218s,31
10,5,Fernando AlonsoALO,Ferrari,1:37.316,+1.343s,32
11,15,Sergio PerezPER,Sauber Ferrari,1:37.417,+1.444s,22
12,16,Daniel RicciardoRIC,STR Ferrari,1:37.616,+1.643s,33
13,9,Kimi RäikkönenRAI,Lotus Renault,1:37.836,+1.863s,30
14,17,Jean-Eric VergneVER,STR Ferrari,1:37.930,+1.957s,32
15,10,Romain GrosjeanGRO,Lotus Renault,1:37.972,+1.999s,26
16,18,Pastor MaldonadoMAL,Williams Renault,1:38.176,+2.203s,35
17,6,Felipe MassaMAS,Ferrari,1:38.293,+2.320s,31
18,19,Bruno SennaSEN,Williams Renault,1:38.783,+2.810s,37
19,20,Heikki KovalainenKOV,Caterham Renault,1:38.990,+3.017s,36
20,21,Vitaly PetrovPET,Caterham Renault,1:39.346,+3.373s,20
21,24,Timo GlockGLO,Marussia Cosworth,1:39.651,+3.678s,15
22,22,Pedro de la RosaDLR,HRT Cosworth,1:40.343,+4.370s,25
23,25,Charles PicPIC,Marussia Cosworth,1:40.753,+4.780s,30
24,23,Narain KarthikeyanKAR,HRT Cosworth,1:41.125,+5.152s,26
