Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:38.832,,33
2,2,Mark WebberWEB,Red Bull Racing Renault,1:38.864,+0.032s,33
3,5,Fernando AlonsoALO,Ferrari,1:39.160,+0.328s,28
4,3,Jenson ButtonBUT,McLaren Mercedes,1:39.219,+0.387s,29
5,7,Michael SchumacherMSC,Mercedes,1:39.330,+0.498s,31
6,6,Felipe MassaMAS,Ferrari,1:39.422,+0.590s,30
7,8,Nico RosbergROS,Mercedes,1:39.584,+0.752s,36
8,4,Lewis HamiltonHAM,McLaren Mercedes,1:39.717,+0.885s,25
9,12,Nico HulkenbergHUL,Force India Mercedes,1:39.739,+0.907s,33
10,9,Kimi RäikkönenRAI,Lotus Renault,1:39.839,+1.007s,26
11,10,Romain GrosjeanGRO,Lotus Renault,1:39.957,+1.125s,28
12,19,Bruno SennaSEN,Williams Renault,1:40.089,+1.257s,32
13,11,Paul di RestaDIR,Force India Mercedes,1:40.112,+1.280s,34
14,14,Kamui KobayashiKOB,Sauber Ferrari,1:40.445,+1.613s,28
15,15,Sergio PerezPER,Sauber Ferrari,1:40.745,+1.913s,11
16,17,Jean-Eric VergneVER,STR Ferrari,1:40.789,+1.957s,31
17,16,Daniel RicciardoRIC,STR Ferrari,1:40.997,+2.165s,32
18,18,Pastor MaldonadoMAL,Williams Renault,1:41.200,+2.368s,33
19,20,Heikki KovalainenKOV,Caterham Renault,1:41.602,+2.770s,23
20,24,Timo GlockGLO,Marussia Cosworth,1:42.596,+3.764s,28
21,25,Charles PicPIC,Marussia Cosworth,1:43.066,+4.234s,21
22,21,Vitaly PetrovPET,Caterham Renault,1:43.067,+4.235s,22
23,23,Narain KarthikeyanKAR,HRT Cosworth,1:43.869,+5.037s,36
24,22,Pedro de la RosaDLR,HRT Cosworth,1:44.533,+5.701s,24
