Pos,No,Driver,Car,Time,Gap,Laps
1,4,Lewis HamiltonHAM,McLaren Mercedes,1:56.345,,8
2,14,Kamui KobayashiKOB,Sauber Ferrari,1:56.474,+0.129s,16
3,7,Michael SchumacherMSC,Mercedes,1:56.545,+0.200s,12
4,8,Nico RosbergROS,Mercedes,1:56.567,+0.222s,9
5,15,Sergio PerezPER,Sauber Ferrari,1:57.493,+1.148s,13
6,3,Jenson ButtonBUT,McLaren Mercedes,1:57.948,+1.603s,9
7,20,Heikki KovalainenKOV,Caterham Renault,1:58.580,+2.235s,10
8,9,Kimi RäikkönenRAI,Lotus Renault,1:58.897,+2.552s,8
9,12,Nico HulkenbergHUL,Force India Mercedes,1:58.943,+2.598s,12
10,5,Fernando AlonsoALO,Ferrari,1:59.015,+2.670s,14
11,11,Paul di RestaDIR,Force India Mercedes,1:59.429,+3.084s,9
12,18,Pastor MaldonadoMAL,Williams Renault,1:59.472,+3.127s,6
13,1,Sebastian VettelVET,Red Bull Racing Renault,1:59.476,+3.131s,10
14,17,Jean-Eric VergneVER,STR Ferrari,1:59.854,+3.509s,7
15,6,Felipe MassaMAS,Ferrari,2:00.565,+4.220s,7
16,24,Timo GlockGLO,Marussia Cosworth,2:00.820,+4.475s,11
17,19,Bruno SennaSEN,Williams Renault,2:01.099,+4.754s,6
18,21,Vitaly PetrovPET,Caterham Renault,2:01.348,+5.003s,12
19,25,Charles PicPIC,Marussia Cosworth,2:03.719,+7.374s,8
20,23,Narain KarthikeyanKAR,HRT Cosworth,2:04.774,+8.429s,8
21,10,Romain GrosjeanGRO,Lotus Renault,,,1
22,16,Daniel RicciardoRIC,STR Ferrari,,,2
23,2,Mark WebberWEB,Red Bull Racing Renault,,,1
