Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:39.334,,33
2,12,Nico HulkenbergHUL,Force India Mercedes,1:39.465,+0.131s,32
3,14,Kamui KobayashiKOB,Sauber Ferrari,1:39.595,+0.261s,20
4,7,Michael SchumacherMSC,Mercedes,1:39.601,+0.267s,27
5,19,Bruno SennaSEN,Williams Renault,1:39.644,+0.310s,34
6,11,Paul di RestaDIR,Force India Mercedes,1:39.700,+0.366s,32
7,5,Fernando AlonsoALO,Ferrari,1:39.733,+0.399s,34
8,10,Romain GrosjeanGRO,Lotus Renault,1:39.868,+0.534s,33
9,2,Mark WebberWEB,Red Bull Racing Renault,1:39.901,+0.567s,30
10,8,Nico RosbergROS,Mercedes,1:39.926,+0.592s,32
11,9,Kimi RäikkönenRAI,Lotus Renault,1:39.945,+0.611s,34
12,3,Jenson ButtonBUT,McLaren Mercedes,1:39.990,+0.656s,33
13,18,Pastor MaldonadoMAL,Williams Renault,1:40.075,+0.741s,29
14,4,Lewis HamiltonHAM,McLaren Mercedes,1:40.147,+0.813s,25
15,6,Felipe MassaMAS,Ferrari,1:40.244,+0.910s,35
16,15,Sergio PerezPER,Sauber Ferrari,1:40.511,+1.177s,29
17,21,Vitaly PetrovPET,Caterham Renault,1:40.963,+1.629s,20
18,16,Daniel RicciardoRIC,STR Ferrari,1:41.121,+1.787s,32
19,20,Heikki KovalainenKOV,Caterham Renault,1:41.197,+1.863s,38
20,17,Jean-Eric VergneVER,STR Ferrari,1:41.263,+1.929s,29
21,24,Timo GlockGLO,Marussia Cosworth,1:42.424,+3.090s,21
22,25,Charles PicPIC,Marussia Cosworth,1:42.958,+3.624s,30
23,23,Narain KarthikeyanKAR,HRT Cosworth,1:44.201,+4.867s,33
24,22,Pedro de la RosaDLR,HRT Cosworth,1:44.260,+4.926s,12
