Pos,No,Driver,Car,Time,Gap,Laps
1,25,Charles PicPIC,Marussia Cosworth,2:49.354,,4
2,16,Daniel RicciardoRIC,STR Ferrari,2:49.750,+0.396s,3
3,5,Fernando AlonsoALO,Ferrari,2:50.497,+1.143s,3
4,11,Paul di RestaDIR,Force India Mercedes,2:51.333,+1.979s,3
5,18,Pastor MaldonadoMAL,Williams Renault,2:51.660,+2.306s,4
6,24,Timo GlockGLO,Marussia Cosworth,2:52.076,+2.722s,4
7,14,Kamui KobayashiKOB,Sauber Ferrari,2:53.232,+3.878s,4
8,17,Jean-Eric VergneVER,STR Ferrari,2:58.232,+8.878s,3
9,12,Nico HulkenbergHUL,Force India Mercedes,2:59.125,+9.771s,5
10,15,Sergio PerezPER,Sauber Ferrari,3:12.901,+23.547s,4
11,8,Nico RosbergROS,Mercedes,,,3
12,7,Michael SchumacherMSC,Mercedes,,,4
13,20,Heikki KovalainenKOV,Caterham Renault,,,1
14,4,Lewis HamiltonHAM,McLaren Mercedes,,,2
15,1,Sebastian VettelVET,Red Bull Racing Renault,,,3
16,3,Jenson ButtonBUT,McLaren Mercedes,,,2
17,6,Felipe MassaMAS,Ferrari,,,2
18,19,Bruno SennaSEN,Williams Renault,,,3
