Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,5,Felipe MassaMAS,Ferrari,1:12.303,1:12.374,1:11.931,20
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:13.033,1:12.296,1:12.082,19
3,6,Kimi RäikkönenRAI,Ferrari,1:13.016,1:12.161,1:12.322,20
4,1,Fernando AlonsoALO,McLaren Mercedes,1:12.895,1:12.637,1:12.356,22
5,15,Mark WebberWEB,Red Bull Renault,1:13.081,1:12.683,1:12.928,24
6,9,Nick HeidfeldHEI,Sauber BMW,1:13.472,1:12.888,1:13.081,24
7,10,Robert KubicaKUB,Sauber BMW,1:13.085,1:12.641,1:13.129,23
8,12,Jarno TrulliTRU,Toyota,1:13.470,1:12.832,1:13.195,25
9,14,David CoulthardCOU,Red Bull Renault,1:13.264,1:12.846,1:13.272,24
10,16,Nico RosbergROS,Williams Toyota,1:13.707,1:12.752,1:13.477,24
11,8,Rubens BarrichelloBAR,Honda,1:13.661,1:12.932,,12
12,3,Giancarlo FisichellaFIS,Renault,1:13.482,1:12.968,,12
13,19,Sebastian VettelVET,STR Ferrari,1:13.853,1:13.058,,12
14,18,Vitantonio LiuzziLIU,STR Ferrari,1:13.607,1:13.251,,12
15,11,Ralf SchumacherRSC,Toyota,1:13.767,1:13.315,,12
16,7,Jenson ButtonBUT,Honda,1:14.054,1:13.469,,12
17,4,Heikki KovalainenKOV,Renault,1:14.078,,,7
18,22,Takuma SatoSAT,Super Aguri Honda,1:14.098,,,6
19,17,Kazuki NakajimaNAK,Williams Toyota,1:14.417,,,6
20,23,Anthony DavidsonDAV,Super Aguri Honda,1:14.596,,,6
21,20,Adrian SutilSUT,Spyker Ferrari,1:15.217,,,3
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:15.487,,,6
