Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:19.885,1:19.400,1:19.997,19
2,6,Kimi RäikkönenRAI,Ferrari,1:19.753,1:19.252,1:20.099,18
3,1,Fernando AlonsoALO,McLaren Mercedes,1:19.330,1:19.152,1:20.147,18
4,5,Felipe MassaMAS,Ferrari,1:19.790,1:19.421,1:20.265,18
5,10,Robert KubicaKUB,Sauber BMW,1:20.294,1:20.054,1:20.401,22
6,11,Ralf SchumacherRSC,Toyota,1:20.513,1:19.860,1:20.516,23
7,4,Heikki KovalainenKOV,Renault,1:20.570,1:20.077,1:20.721,24
8,3,Giancarlo FisichellaFIS,Renault,1:20.842,1:20.042,1:20.775,24
9,9,Nick HeidfeldHEI,Sauber BMW,1:20.534,1:20.178,1:20.894,17
10,12,Jarno TrulliTRU,Toyota,1:21.150,1:20.133,1:21.240,24
11,15,Mark WebberWEB,Red Bull Renault,1:20.583,1:20.235,,12
12,14,David CoulthardCOU,Red Bull Renault,1:21.154,1:20.329,,14
13,17,Alexander WurzWUR,Williams Toyota,1:20.830,1:20.350,,15
14,8,Rubens BarrichelloBAR,Honda,1:21.169,1:20.364,,12
15,19,Scott SpeedSPE,STR Ferrari,1:20.834,1:20.515,,12
16,18,Vitantonio LiuzziLIU,STR Ferrari,1:21.160,1:20.823,,15
17,16,Nico RosbergROS,Williams Toyota,1:21.219,,,6
18,7,Jenson ButtonBUT,Honda,1:21.335,,,6
19,23,Anthony DavidsonDAV,Super Aguri Honda,1:21.448,,,5
20,20,Adrian SutilSUT,Spyker Ferrari,1:22.019,,,8
21,22,Takuma SatoSAT,Super Aguri Honda,1:22.045,,,6
22,21,Christijan AlbersALB,Spyker Ferrari,1:22.589,,,6
