Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:25.489,1:24.753,1:25.368,30
2,1,Fernando AlonsoALO,McLaren Mercedes,1:25.379,1:24.806,1:25.438,27
3,6,Kimi RäikkönenRAI,Ferrari,1:25.390,1:24.988,1:25.516,29
4,5,Felipe MassaMAS,Ferrari,1:25.359,1:25.049,1:25.765,29
5,9,Nick HeidfeldHEI,Sauber BMW,1:25.971,1:25.248,1:26.505,30
6,16,Nico RosbergROS,Williams Toyota,1:26.579,1:25.816,1:26.728,33
7,7,Jenson ButtonBUT,Honda,1:26.614,1:25.454,1:26.913,31
8,15,Mark WebberWEB,Red Bull Renault,1:25.970,1:25.535,1:26.914,29
9,19,Sebastian VettelVET,STR Ferrari,1:26.025,1:25.909,1:26.973,33
10,10,Robert KubicaKUB,Sauber BMW,1:26.300,1:25.530,1:27.225,33
11,3,Giancarlo FisichellaFIS,Renault,1:26.909,1:26.033,,17
12,4,Heikki KovalainenKOV,Renault,1:27.223,1:26.232,,17
13,14,David CoulthardCOU,Red Bull Renault,1:26.904,1:26.247,,21
14,12,Jarno TrulliTRU,Toyota,1:26.711,1:26.253,,21
15,18,Vitantonio LiuzziLIU,STR Ferrari,1:27.234,1:26.948,,22
16,11,Ralf SchumacherRSC,Toyota,1:27.191,,,10
17,8,Rubens BarrichelloBAR,Honda,1:27.323,,,10
18,17,Alexander WurzWUR,Williams Toyota,1:27.454,,,10
19,23,Anthony DavidsonDAV,Super Aguri Honda,1:27.564,,,10
20,20,Adrian SutilSUT,Spyker Ferrari,1:28.628,,,10
21,22,Takuma SatoSAT,Super Aguri Honda,1:28.792,,,10
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:29.668,,,10
