Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Fernando AlonsoALO,McLaren Mercedes,1:16.059,1:15.431,1:15.726,22
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:15.685,1:15.479,1:15.905,22
3,5,Felipe MassaMAS,Ferrari,1:16.786,1:16.034,1:15.967,27
4,3,Giancarlo FisichellaFIS,Renault,1:17.596,1:16.054,1:16.285,24
5,16,Nico RosbergROS,Williams Toyota,1:16.870,1:16.100,1:16.439,24
6,15,Mark WebberWEB,Red Bull Renault,1:17.816,1:16.420,1:16.784,25
7,9,Nick HeidfeldHEI,Sauber BMW,1:17.385,1:15.733,1:16.832,24
8,10,Robert KubicaKUB,Sauber BMW,1:17.584,1:15.576,1:16.955,24
9,8,Rubens BarrichelloBAR,Honda,1:17.244,1:16.454,1:17.498,27
10,7,Jenson ButtonBUT,Honda,1:17.297,1:16.457,1:17.939,28
11,14,David CoulthardCOU,Red Bull Renault,1:17.204,1:16.319,,16
12,17,Alexander WurzWUR,Williams Toyota,1:17.874,1:16.662,,16
13,18,Vitantonio LiuzziLIU,STR Ferrari,1:16.720,1:16.703,,17
14,12,Jarno TrulliTRU,Toyota,1:17.686,1:16.988,,14
15,4,Heikki KovalainenKOV,Renault,1:17.836,1:17.125,,16
16,6,Kimi RäikkönenRAI,Ferrari,1:16.251,DNF,,11
17,23,Anthony DavidsonDAV,Super Aguri Honda,1:18.250,,,7
18,19,Scott SpeedSPE,STR Ferrari,1:18.390,,,7
19,20,Adrian SutilSUT,Spyker Ferrari,1:18.418,,,8
20,11,Ralf SchumacherRSC,Toyota,1:18.539,,,8
21,22,Takuma SatoSAT,Super Aguri Honda,1:18.554,,,10
22,21,Christijan AlbersALB,Spyker Ferrari,DNF,,,3
