Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:16.576,1:15.486,1:15.707,18
2,1,Fernando AlonsoALO,McLaren Mercedes,1:16.562,1:15.522,1:16.163,18
3,9,Nick HeidfeldHEI,Sauber BMW,1:17.006,1:15.960,1:16.266,23
4,6,Kimi RäikkönenRAI,Ferrari,1:16.468,1:16.592,1:16.411,21
5,5,Felipe MassaMAS,Ferrari,1:16.756,1:16.138,1:16.570,19
6,15,Mark WebberWEB,Red Bull Renault,1:17.315,1:16.257,1:16.913,23
7,16,Nico RosbergROS,Williams Toyota,1:17.016,1:16.190,1:16.919,24
8,10,Robert KubicaKUB,Sauber BMW,1:17.267,1:16.368,1:16.993,26
9,3,Giancarlo FisichellaFIS,Renault,1:16.805,1:16.288,1:17.229,24
10,12,Jarno TrulliTRU,Toyota,1:17.324,1:16.600,1:17.747,26
11,22,Takuma SatoSAT,Super Aguri Honda,1:17.490,1:16.743,,12
12,18,Vitantonio LiuzziLIU,STR Ferrari,1:17.541,1:16.760,,13
13,8,Rubens BarrichelloBAR,Honda,1:17.011,1:17.116,,12
14,14,David CoulthardCOU,Red Bull Renault,1:17.436,1:17.304,,15
15,7,Jenson ButtonBUT,Honda,1:17.522,1:17.541,,12
16,19,Scott SpeedSPE,STR Ferrari,1:17.433,1:17.571,,13
17,23,Anthony DavidsonDAV,Super Aguri Honda,1:17.542,,,4
18,11,Ralf SchumacherRSC,Toyota,1:17.634,,,8
19,4,Heikki KovalainenKOV,Renault,1:17.806,,,6
20,17,Alexander WurzWUR,Williams Toyota,1:18.089,,,5
21,20,Adrian SutilSUT,Spyker Ferrari,1:18.536,,,7
22,21,Christijan AlbersALB,Spyker Ferrari,1:19.196,,,7
