Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,5,Felipe MassaMAS,Ferrari,1:21.375,1:20.597,1:21.421,17
2,1,Fernando AlonsoALO,McLaren Mercedes,1:21.609,1:20.797,1:21.451,17
3,6,Kimi RäikkönenRAI,Ferrari,1:21.802,1:20.741,1:21.723,17
4,2,Lewis HamiltonHAM,McLaren Mercedes,1:21.120,1:20.713,1:21.785,17
5,10,Robert KubicaKUB,Sauber BMW,1:21.941,1:21.381,1:22.253,21
6,12,Jarno TrulliTRU,Toyota,1:22.501,1:21.554,1:22.324,25
7,9,Nick HeidfeldHEI,Sauber BMW,1:21.625,1:21.113,1:22.389,18
8,4,Heikki KovalainenKOV,Renault,1:21.790,1:21.623,1:22.568,23
9,14,David CoulthardCOU,Red Bull Renault,1:22.491,1:21.488,1:22.749,22
10,3,Giancarlo FisichellaFIS,Renault,1:22.064,1:21.677,1:22.881,23
11,16,Nico RosbergROS,Williams Toyota,1:21.943,1:21.968,,13
12,8,Rubens BarrichelloBAR,Honda,1:22.502,1:22.097,,12
13,22,Takuma SatoSAT,Super Aguri Honda,1:22.090,1:22.115,,9
14,7,Jenson ButtonBUT,Honda,1:22.503,1:22.120,,12
15,23,Anthony DavidsonDAV,Super Aguri Honda,1:22.295,DNF,,10
16,18,Vitantonio LiuzziLIU,STR Ferrari,1:22.508,,,7
17,11,Ralf SchumacherRSC,Toyota,1:22.666,,,7
18,17,Alexander WurzWUR,Williams Toyota,1:22.769,,,7
19,15,Mark WebberWEB,Red Bull Renault,1:23.398,,,3
20,20,Adrian SutilSUT,Spyker Ferrari,1:23.811,,,8
21,21,Christijan AlbersALB,Spyker Ferrari,1:23.990,,,8
22,19,Scott SpeedSPE,STR Ferrari,DNF,,,2
