Pos,No,Driver,Car,Lap,Time of day,Time,Avg speed
1,5,Sebastian VettelVET,Ferrari,36,16:23:16,1:46.409,236.957
2,77,Valtteri BottasBOT,Mercedes,27,16:06:50,1:46.465,236.832
3,44,Lewis HamiltonHAM,Mercedes,24,16:01:24,1:46.580,236.577
4,16,Charles LeclercLEC,Ferrari,23,15:59:31,1:46.664,236.390
5,23,Alexander AlbonALB,Red Bull Racing Honda,41,16:33:05,1:47.507,234.537
6,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,31,16:15:06,1:47.560,234.421
7,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,26,16:05:50,1:48.143,233.157
8,4,Lando NorrisNOR,McLaren Renault,21,15:56:20,1:48.321,232.774
9,27,Nico HulkenbergHUL,Renault,34,16:20:45,1:48.349,232.714
10,18,Lance StrollSTR,Racing Point BWT Mercedes,34,16:20:46,1:48.357,232.697
11,20,Kevin MagnussenMAG,Haas Ferrari,33,16:19:00,1:48.677,232.012
12,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,37,16:26:54,1:48.753,231.850
13,11,Sergio PerezPER,Racing Point BWT Mercedes,29,16:11:09,1:48.781,231.790
14,63,George RussellRUS,Williams Mercedes,34,16:21:15,1:48.860,231.622
15,88,Robert KubicaKUB,Williams Mercedes,33,16:19:34,1:49.220,230.858
16,8,Romain GrosjeanGRO,Haas Ferrari,18,15:50:57,1:49.274,230.744
17,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,21,15:56:33,1:49.700,229.848
18,3,Daniel RicciardoRIC,Renault,21,15:56:28,1:50.451,228.285
