Pos,No,Driver,Car,Lap,Time of day,Time,Avg speed
1,44,Lewis HamiltonHAM,Mercedes,51,16:26:32,1:21.779,255.014
2,5,Sebastian VettelVET,Ferrari,50,16:26:41,1:22.799,251.872
3,77,Valtteri BottasBOT,Mercedes,47,16:20:28,1:22.859,251.690
4,16,Charles LeclercLEC,Ferrari,47,16:20:27,1:23.009,251.235
5,33,Max VerstappenVER,Red Bull Racing Honda,41,16:13:13,1:23.143,250.830
6,23,Alexander AlbonALB,Red Bull Racing Honda,45,16:18:38,1:23.364,250.165
7,3,Daniel RicciardoRIC,Renault,53,16:29:33,1:23.466,249.859
8,27,Nico HulkenbergHUL,Renault,53,16:29:46,1:23.641,249.337
9,11,Sergio PerezPER,Racing Point BWT Mercedes,35,16:04:46,1:23.770,248.953
10,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,51,16:27:30,1:23.885,248.611
11,4,Lando NorrisNOR,McLaren Renault,52,16:28:52,1:24.044,248.141
12,18,Lance StrollSTR,Racing Point BWT Mercedes,31,15:59:27,1:24.165,247.784
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,52,16:29:53,1:24.419,247.039
14,20,Kevin MagnussenMAG,Haas Ferrari,38,16:09:38,1:24.443,246.968
15,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,44,16:17:29,1:24.503,246.793
16,63,George RussellRUS,Williams Mercedes,51,16:28:02,1:24.842,245.807
17,8,Romain GrosjeanGRO,Haas Ferrari,31,16:00:02,1:24.985,245.393
18,88,Robert KubicaKUB,Williams Mercedes,47,16:23:34,1:24.989,245.382
19,55,Carlos SainzSAI,McLaren Renault,10,15:27:49,1:25.637,243.525
20,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,19,15:40:50,1:25.772,243.142
