Pos,No,Driver,Car,Time,Gap,Laps
1,6,Kimi RäikkönenRAI,Ferrari,1:19.580,,9
2,5,Felipe MassaMAS,Ferrari,1:20.062,+0.482s,10
3,4,Heikki KovalainenKOV,Renault,1:20.829,+1.249s,19
4,16,Nico RosbergROS,Williams Toyota,1:21.064,+1.484s,14
5,2,Lewis HamiltonHAM,McLaren Mercedes,1:21.121,+1.541s,10
6,11,Ralf SchumacherRSC,Toyota,1:21.243,+1.663s,22
7,19,Sebastian VettelVET,STR Ferrari,1:21.598,+2.018s,22
8,15,Mark WebberWEB,Red Bull Renault,1:22.104,+2.524s,12
9,12,Jarno TrulliTRU,Toyota,1:22.104,+2.524s,26
10,18,Vitantonio LiuzziLIU,STR Ferrari,1:22.250,+2.670s,17
11,8,Rubens BarrichelloBAR,Honda,1:22.434,+2.854s,23
12,7,Jenson ButtonBUT,Honda,1:22.477,+2.897s,22
13,14,David CoulthardCOU,Red Bull Renault,1:22.667,+3.087s,16
14,22,Takuma SatoSAT,Super Aguri Honda,1:22.929,+3.349s,19
15,20,Adrian SutilSUT,Spyker Ferrari,1:23.248,+3.668s,30
16,17,Kazuki NakajimaNAK,Williams Toyota,1:23.261,+3.681s,26
17,23,Anthony DavidsonDAV,Super Aguri Honda,1:23.551,+3.971s,20
18,21,Sakon YamamotoYAM,Spyker Ferrari,1:24.366,+4.786s,25
19,9,Nick HeidfeldHEI,Sauber BMW,,,1
20,10,Robert KubicaKUB,Sauber BMW,,,1
21,1,Fernando AlonsoALO,McLaren Mercedes,,,1
22,3,Giancarlo FisichellaFIS,Renault,,,2
