Pos,No,Driver,Car,Time,Gap,Laps
1,6,Kimi RäikkönenRAI,Ferrari,1:27.988,,22
2,5,Felipe MassaMAS,Ferrari,1:28.391,+0.403s,20
3,1,Fernando AlonsoALO,McLaren Mercedes,1:29.222,+1.234s,20
4,2,Lewis HamiltonHAM,McLaren Mercedes,1:29.261,+1.273s,10
5,4,Heikki KovalainenKOV,Renault,1:29.346,+1.358s,19
6,16,Nico RosbergROS,Williams Toyota,1:29.403,+1.415s,23
7,11,Ralf SchumacherRSC,Toyota,1:29.414,+1.426s,24
8,3,Giancarlo FisichellaFIS,Renault,1:29.541,+1.553s,19
9,9,Nick HeidfeldHEI,Sauber BMW,1:29.641,+1.653s,20
10,12,Jarno TrulliTRU,Toyota,1:29.685,+1.697s,26
11,10,Robert KubicaKUB,Sauber BMW,1:29.710,+1.722s,23
12,23,Anthony DavidsonDAV,Super Aguri Honda,1:30.384,+2.396s,17
13,14,David CoulthardCOU,Red Bull Renault,1:30.398,+2.410s,23
14,7,Jenson ButtonBUT,Honda,1:30.483,+2.495s,17
15,8,Rubens BarrichelloBAR,Honda,1:30.580,+2.592s,25
16,18,Vitantonio LiuzziLIU,STR Ferrari,1:30.612,+2.624s,21
17,22,Takuma SatoSAT,Super Aguri Honda,1:30.624,+2.636s,15
18,17,Alexander WurzWUR,Williams Toyota,1:30.876,+2.888s,12
19,15,Mark WebberWEB,Red Bull Renault,1:30.917,+2.929s,22
20,19,Sebastian VettelVET,STR Ferrari,1:31.383,+3.395s,22
21,20,Adrian SutilSUT,Spyker Ferrari,1:31.445,+3.457s,31
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:32.270,+4.282s,35
