Pos,No,Driver,Car,Time,Gap,Laps
1,1,Fernando AlonsoALO,McLaren Mercedes,1:29.214,,23
2,5,Felipe MassaMAS,Ferrari,1:30.707,+1.493s,7
3,35,Sebastian VettelVET,Sauber BMW,1:30.857,+1.643s,22
4,2,Lewis HamiltonHAM,McLaren Mercedes,1:30.878,+1.664s,14
5,7,Jenson ButtonBUT,Honda,1:31.162,+1.948s,15
6,38,Kazuki NakajimaNAK,Williams Toyota,1:31.401,+2.187s,21
7,14,David CoulthardCOU,Red Bull Renault,1:31.528,+2.314s,9
8,4,Heikki KovalainenKOV,Renault,1:31.571,+2.357s,20
9,15,Mark WebberWEB,Red Bull Renault,1:31.661,+2.447s,16
10,8,Rubens BarrichelloBAR,Honda,1:31.737,+2.523s,12
11,22,Takuma SatoSAT,Super Aguri Honda,1:31.782,+2.568s,7
12,3,Giancarlo FisichellaFIS,Renault,1:32.011,+2.797s,14
13,17,Alexander WurzWUR,Williams Toyota,1:32.194,+2.980s,18
14,20,Adrian SutilSUT,Spyker Ferrari,1:34.043,+4.829s,26
15,18,Vitantonio LiuzziLIU,STR Ferrari,1:34.627,+5.413s,8
16,21,Christijan AlbersALB,Spyker Ferrari,1:35.055,+5.841s,10
17,9,Nick HeidfeldHEI,Sauber BMW,1:37.249,+8.035s,12
18,23,Anthony DavidsonDAV,Super Aguri Honda,1:39.221,+10.007s,6
19,6,Kimi RäikkönenRAI,Ferrari,1:39.242,+10.028s,7
20,11,Ralf SchumacherRSC,Toyota,1:39.550,+10.336s,9
21,19,Scott SpeedSPE,STR Ferrari,1:41.763,+12.549s,9
22,12,Jarno TrulliTRU,Toyota,1:44.130,+14.916s,11
