Pos,No,Driver,Car,Time,Gap,Laps
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:21.100,,24
2,6,Kimi RäikkönenRAI,Ferrari,1:21.211,+0.111s,26
3,5,Felipe MassaMAS,Ferrari,1:21.285,+0.185s,26
4,1,Fernando AlonsoALO,McLaren Mercedes,1:21.675,+0.575s,21
5,16,Nico RosbergROS,Williams Toyota,1:22.006,+0.906s,24
6,10,Robert KubicaKUB,Sauber BMW,1:22.107,+1.007s,25
7,9,Nick HeidfeldHEI,Sauber BMW,1:22.176,+1.076s,13
8,17,Alexander WurzWUR,Williams Toyota,1:22.216,+1.116s,23
9,11,Ralf SchumacherRSC,Toyota,1:22.878,+1.778s,21
10,8,Rubens BarrichelloBAR,Honda,1:22.956,+1.856s,27
11,12,Jarno TrulliTRU,Toyota,1:23.030,+1.930s,26
12,23,Anthony DavidsonDAV,Super Aguri Honda,1:23.037,+1.937s,24
13,4,Heikki KovalainenKOV,Renault,1:23.099,+1.999s,25
14,3,Giancarlo FisichellaFIS,Renault,1:23.179,+2.079s,21
15,7,Jenson ButtonBUT,Honda,1:23.517,+2.417s,17
16,22,Takuma SatoSAT,Super Aguri Honda,1:23.548,+2.448s,18
17,15,Mark WebberWEB,Red Bull Renault,1:23.564,+2.464s,21
18,14,David CoulthardCOU,Red Bull Renault,1:23.618,+2.518s,15
19,19,Scott SpeedSPE,STR Ferrari,1:23.854,+2.754s,20
20,20,Adrian SutilSUT,Spyker Ferrari,1:23.954,+2.854s,25
21,18,Vitantonio LiuzziLIU,STR Ferrari,1:24.154,+3.054s,23
22,21,Christijan AlbersALB,Spyker Ferrari,1:24.172,+3.072s,30
