Pos,No,Driver,Car,Time,Gap,Laps
1,6,Kimi RäikkönenRAI,Ferrari,1:33.162,,21
2,5,Felipe MassaMAS,Ferrari,1:33.679,+0.517s,17
3,2,Lewis HamiltonHAM,McLaren Mercedes,1:34.110,+0.948s,17
4,1,Fernando AlonsoALO,McLaren Mercedes,1:34.161,+0.999s,15
5,12,Jarno TrulliTRU,Toyota,1:34.896,+1.734s,26
6,9,Nick HeidfeldHEI,Sauber BMW,1:35.076,+1.914s,30
7,10,Robert KubicaKUB,Sauber BMW,1:35.248,+2.086s,24
8,18,Vitantonio LiuzziLIU,STR Ferrari,1:35.292,+2.130s,23
9,16,Nico RosbergROS,Williams Toyota,1:35.375,+2.213s,19
10,17,Alexander WurzWUR,Williams Toyota,1:35.398,+2.236s,20
11,7,Jenson ButtonBUT,Honda,1:35.445,+2.283s,24
12,4,Heikki KovalainenKOV,Renault,1:35.474,+2.312s,21
13,11,Ralf SchumacherRSC,Toyota,1:35.573,+2.411s,24
14,3,Giancarlo FisichellaFIS,Renault,1:35.697,+2.535s,17
15,19,Scott SpeedSPE,STR Ferrari,1:35.726,+2.564s,22
16,22,Takuma SatoSAT,Super Aguri Honda,1:35.856,+2.694s,15
17,8,Rubens BarrichelloBAR,Honda,1:35.911,+2.749s,20
18,23,Anthony DavidsonDAV,Super Aguri Honda,1:36.243,+3.081s,6
19,15,Mark WebberWEB,Red Bull Renault,1:36.483,+3.321s,18
20,14,David CoulthardCOU,Red Bull Renault,1:36.513,+3.351s,7
21,20,Adrian SutilSUT,Spyker Ferrari,1:37.084,+3.922s,27
22,21,Christijan AlbersALB,Spyker Ferrari,1:38.258,+5.096s,29
