Pos,No,Driver,Car,Lap,Time
1,6,David CoulthardCOU,Williams Renault,2,1:23.220
2,1,Michael SchumacherMSC,Benetton Renault,37,1:23.702
3,5,Damon HillHIL,Williams Renault,20,1:23.737
4,25,Martin BrundleBRU,Ligier Mugen Honda,58,1:24.427
5,14,Rubens BarrichelloBAR,Jordan Peugeot,60,1:24.472
6,28,Gerhard BergerBER,Ferrari,2,1:24.805
7,2,Johnny HerbertHER,Benetton Renault,8,1:25.128
8,30,Heinz-Harald FrentzenFRE,Sauber Ford,56,1:25.283
9,27,Jean AlesiALE,Ferrari,8,1:25.544
10,7,Mark BlundellBLU,McLaren Mercedes,24,1:25.646
11,8,Mika HakkinenHAK,McLaren Mercedes,18,1:25.690
12,15,Eddie IrvineIRV,Jordan Peugeot,54,1:25.767
13,26,Olivier PanisPAN,Ligier Mugen Honda,4,1:26.123
14,29,Jean-Christophe BoullionBOU,Sauber Ford,47,1:26.193
15,4,Mika SaloSAL,Tyrrell Yamaha,43,1:27.247
16,10,Taki InoueINO,Footwork Hart,48,1:27.356
17,23,Pedro LamyLAM,Minardi Ford,3,1:27.779
18,17,Andrea MonterminiMON,Pacific Ilmor,22,1:27.801
19,24,Luca BadoerBAD,Minardi Ford,32,1:28.043
20,21,Pedro DinizDIN,Forti Ford,18,1:29.803
21,22,Roberto MorenoMOR,Forti Ford,43,1:31.148
22,16,Jean-Denis DeletrazDEL,Pacific Ilmor,5,1:34.445
