Pos,No,Driver,Car,Time
1,2,Alain ProstPRO,Williams Renault,1:22.070
2,0,Damon HillHIL,Williams Renault,1:22.168
3,5,Michael SchumacherMSC,Benetton Ford,1:23.919
4,8,Ayrton SennaSEN,McLaren Ford,1:24.007
5,29,Karl WendlingerWEN,Sauber,1:24.720
6,7,Michael AndrettiAND,McLaren Ford,1:24.793
7,26,Mark BlundellBLU,Ligier Renault,1:24.804
8,28,Gerhard BergerBER,Ferrari,1:24.822
9,27,Jean AlesiALE,Ferrari,1:24.829
10,25,Martin BrundleBRU,Ligier Renault,1:24.893
11,6,Riccardo PatresePAT,Benetton Ford,1:24.896
12,12,Johnny HerbertHER,Lotus Ford,1:25.115
13,14,Rubens BarrichelloBAR,Jordan Hart,1:25.169
14,19,Philippe AlliotALL,Larrousse Lamborghini,1:25.482
15,9,Derek WarwickWAR,Footwork Mugen Honda,1:25.901
16,30,Jyrki JarvilehtoJAR,Sauber,1:25.941
17,20,Erik ComasCOM,Larrousse Lamborghini,1:26.279
18,4,Andrea de CesarisDEC,Tyrrell Yamaha,1:26.429
19,15,Thierry BoutsenBOU,Jordan Hart,1:26.436
20,11,Alessandro ZanardiZAN,Lotus Ford,1:26.465
21,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:26.657
22,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:26.900
23,23,Christian FittipaldiFIT,Minardi Ford,1:27.277
24,22,Luca BadoerBAD,Lola Ferrari,1:27.371
25,24,Fabrizio BarbazzaBAR,Minardi Ford,1:27.602
