Pos,No,Driver,Car,Time
1,2,Alain ProstPRO,Williams Renault,1:18.987
2,0,Damon HillHIL,Williams Renault,1:19.491
3,5,Michael SchumacherMSC,Benetton Ford,1:20.808
4,6,Riccardo PatresePAT,Benetton Ford,1:20.948
5,28,Gerhard BergerBER,Ferrari,1:21.278
6,27,Jean AlesiALE,Ferrari,1:21.414
7,25,Martin BrundleBRU,Ligier Renault,1:21.603
8,8,Ayrton SennaSEN,McLaren Ford,1:21.706
9,29,Karl WendlingerWEN,Sauber,1:21.813
10,26,Mark BlundellBLU,Ligier Renault,1:22.097
11,30,Jyrki JarvilehtoJAR,Sauber,1:22.198
12,7,Michael AndrettiAND,McLaren Ford,1:22.229
13,20,Erik ComasCOM,Larrousse Lamborghini,1:22.263
14,14,Rubens BarrichelloBAR,Jordan Hart,1:22.509
15,19,Philippe AlliotALL,Larrousse Lamborghini,1:22.819
16,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:22.891
17,23,Christian FittipaldiFIT,Minardi Ford,1:23.119
18,9,Derek WarwickWAR,Footwork Mugen Honda,1:23.185
19,4,Andrea de CesarisDEC,Tyrrell Yamaha,1:23.185
20,12,Johnny HerbertHER,Lotus Ford,1:23.223
21,11,Alessandro ZanardiZAN,Lotus Ford,1:23.240
22,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:23.824
23,24,Fabrizio BarbazzaBAR,Minardi Ford,1:23.946
24,15,Thierry BoutsenBOU,Jordan Hart,1:23.960
25,22,Luca BadoerBAD,Lola Ferrari,1:24.357
