Pos,No,Driver,Car,Time
1,8,Ayrton SennaSEN,McLaren Ford,1:13.371
2,2,Alain ProstPRO,Williams Renault,1:13.807
3,0,Damon HillHIL,Williams Renault,1:13.826
4,5,Michael SchumacherMSC,Benetton Ford,1:14.098
5,7,Mika HakkinenHAK,McLaren Ford,1:14.106
6,28,Gerhard BergerBER,Ferrari,1:14.194
7,27,Jean AlesiALE,Ferrari,1:15.332
8,25,Martin BrundleBRU,Ligier Renault,1:16.022
9,6,Riccardo PatresePAT,Benetton Ford,1:16.077
10,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:16.079
11,29,Karl WendlingerWEN,Sauber,1:16.106
12,30,Jyrki JarvilehtoJAR,Sauber,1:16.286
13,14,Rubens BarrichelloBAR,Jordan Hart,1:16.459
14,26,Mark BlundellBLU,Ligier Renault,1:16.469
15,4,Andrea de CesarisDEC,Tyrrell Yamaha,1:16.892
16,24,Pierluigi MartiniMAR,Minardi Ford,1:16.905
17,9,Derek WarwickWAR,Footwork Mugen Honda,1:16.919
18,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:17.018
19,15,Eddie IrvineIRV,Jordan Hart,1:17.341
20,12,Johnny HerbertHER,Lotus Ford,1:17.450
21,20,Erik ComasCOM,Larrousse Lamborghini,1:17.750
22,23,Jean-Marc GounonGOU,Minardi Ford,1:17.754
23,11,Pedro LamyLAM,Lotus Ford,1:19.369
24,19,Toshio  SuzukiSUZ,Larrousse Lamborghini,1:21.793
