Pos,No,Driver,Car,Time
1,2,Alain ProstPRO,Williams Renault,1:21.179
2,0,Damon HillHIL,Williams Renault,1:21.491
3,27,Jean AlesiALE,Ferrari,1:21.986
4,8,Ayrton SennaSEN,McLaren Ford,1:22.633
5,5,Michael SchumacherMSC,Benetton Ford,1:22.910
6,28,Gerhard BergerBER,Ferrari,1:23.150
7,12,Johnny HerbertHER,Lotus Ford,1:23.769
8,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:23.856
9,7,Michael AndrettiAND,McLaren Ford,1:23.899
10,6,Riccardo PatresePAT,Benetton Ford,1:23.918
11,9,Derek WarwickWAR,Footwork Mugen Honda,1:24.048
12,25,Martin BrundleBRU,Ligier Renault,1:24.137
13,30,Jyrki JarvilehtoJAR,Sauber,1:24.298
14,26,Mark BlundellBLU,Ligier Renault,1:24.344
15,29,Karl WendlingerWEN,Sauber,1:24.473
16,19,Philippe AlliotALL,Larrousse Lamborghini,1:24.807
17,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:24.886
18,4,Andrea de CesarisDEC,Tyrrell Yamaha,1:24.916
19,14,Rubens BarrichelloBAR,Jordan Hart,1:25.144
20,20,Erik ComasCOM,Larrousse Lamborghini,1:25.257
21,21,Michele AlboretoALB,Lola Ferrari,1:25.368
22,24,Pierluigi MartiniMAR,Minardi Ford,1:25.478
23,15,Marco ApicellaAPI,Jordan Hart,1:25.672
24,23,Christian FittipaldiFIT,Minardi Ford,1:25.699
25,22,Luca BadoerBAD,Lola Ferrari,1:25.957
26,11,Pedro LamyLAM,Lotus Ford,1:26.324
