Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:17.951,,19
2,5,Sebastian VettelVET,Ferrari,1:18.066,+0.115s,20
3,16,Charles LeclercLEC,Ferrari,1:18.172,+0.221s,20
4,44,Lewis HamiltonHAM,Mercedes,1:18.575,+0.624s,22
5,8,Romain GrosjeanGRO,Haas Ferrari,1:18.943,+0.992s,25
6,55,Carlos SainzSAI,McLaren Renault,1:19.155,+1.204s,31
7,20,Kevin MagnussenMAG,Haas Ferrari,1:19.180,+1.229s,27
8,10,Pierre GaslyGAS,Red Bull Racing Honda,1:19.285,+1.334s,30
9,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:19.364,+1.413s,34
10,27,Nico HulkenbergHUL,Renault,1:19.450,+1.499s,25
11,3,Daniel RicciardoRIC,Renault,1:19.511,+1.560s,24
12,33,Max VerstappenVER,Red Bull Racing Honda,1:19.844,+1.893s,14
13,18,Lance StrollSTR,Racing Point BWT Mercedes,1:19.855,+1.904s,28
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:20.021,+2.070s,28
15,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:20.030,+2.079s,25
16,4,Lando NorrisNOR,McLaren Renault,1:20.066,+2.115s,33
17,11,Sergio PerezPER,Racing Point BWT Mercedes,1:20.459,+2.508s,26
18,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:20.591,+2.640s,22
19,88,Robert KubicaKUB,Williams Mercedes,1:20.889,+2.938s,27
20,63,George RussellRUS,Williams Mercedes,1:20.990,+3.039s,23
