Pos,No,Driver,Car,Time,Gap,Laps
1,10,Pierre GaslyGAS,Red Bull Racing Honda,1:27.173,,25
2,77,Valtteri BottasBOT,Mercedes,1:27.629,+0.456s,29
3,33,Max VerstappenVER,Red Bull Racing Honda,1:28.009,+0.836s,21
4,44,Lewis HamiltonHAM,Mercedes,1:28.122,+0.949s,26
5,16,Charles LeclercLEC,Ferrari,1:28.253,+1.080s,21
6,5,Sebastian VettelVET,Ferrari,1:28.304,+1.131s,21
7,27,Nico HulkenbergHUL,Renault,1:28.803,+1.630s,21
8,3,Daniel RicciardoRIC,Renault,1:29.031,+1.858s,24
9,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:29.093,+1.920s,26
10,55,Carlos SainzSAI,McLaren Renault,1:29.162,+1.989s,31
11,4,Lando NorrisNOR,McLaren Renault,1:29.170,+1.997s,23
12,11,Sergio PerezPER,Racing Point BWT Mercedes,1:29.453,+2.280s,27
13,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:29.500,+2.327s,26
14,18,Lance StrollSTR,Racing Point BWT Mercedes,1:29.657,+2.484s,25
15,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:30.099,+2.926s,24
16,20,Kevin MagnussenMAG,Haas Ferrari,1:30.605,+3.432s,24
17,63,George RussellRUS,Williams Mercedes,1:30.741,+3.568s,25
18,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:30.747,+3.574s,12
19,8,Romain GrosjeanGRO,Haas Ferrari,1:30.811,+3.638s,22
20,88,Robert KubicaKUB,Williams Mercedes,1:32.121,+4.948s,27
