Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:14.013,,21
2,16,Charles LeclercLEC,Ferrari,1:14.268,+0.255s,25
3,44,Lewis HamiltonHAM,Mercedes,1:14.315,+0.302s,32
4,33,Max VerstappenVER,Red Bull Racing Honda,1:14.330,+0.317s,28
5,77,Valtteri BottasBOT,Mercedes,1:14.660,+0.647s,28
6,10,Pierre GaslyGAS,Red Bull Racing Honda,1:14.813,+0.800s,23
7,55,Carlos SainzSAI,McLaren Renault,1:15.062,+1.049s,30
8,8,Romain GrosjeanGRO,Haas Ferrari,1:15.074,+1.061s,30
9,18,Lance StrollSTR,Racing Point BWT Mercedes,1:15.191,+1.178s,26
10,3,Daniel RicciardoRIC,Renault,1:15.567,+1.554s,23
11,11,Sergio PerezPER,Racing Point BWT Mercedes,1:15.604,+1.591s,24
12,4,Lando NorrisNOR,McLaren Renault,1:15.616,+1.603s,26
13,20,Kevin MagnussenMAG,Haas Ferrari,1:15.759,+1.746s,27
14,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:15.776,+1.763s,30
15,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:15.777,+1.764s,24
16,27,Nico HulkenbergHUL,Renault,1:15.823,+1.810s,23
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:15.953,+1.940s,26
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:16.382,+2.369s,31
19,88,Robert KubicaKUB,Williams Mercedes,1:16.559,+2.546s,27
20,63,George RussellRUS,Williams Mercedes,1:17.126,+3.113s,23
