Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:17.233,,41
2,33,Max VerstappenVER,Red Bull Racing Honda,1:17.398,+0.165s,28
3,5,Sebastian VettelVET,Ferrari,1:17.399,+0.166s,25
4,10,Pierre GaslyGAS,Red Bull Racing Honda,1:17.682,+0.449s,25
5,20,Kevin MagnussenMAG,Haas Ferrari,1:17.942,+0.709s,31
6,16,Charles LeclercLEC,Ferrari,1:18.188,+0.955s,29
7,27,Nico HulkenbergHUL,Renault,1:18.417,+1.184s,31
8,4,Lando NorrisNOR,McLaren Renault,1:18.531,+1.298s,34
9,55,Carlos SainzSAI,McLaren Renault,1:18.702,+1.469s,23
10,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:18.787,+1.554s,32
11,3,Daniel RicciardoRIC,Renault,1:18.894,+1.661s,30
12,8,Romain GrosjeanGRO,Haas Ferrari,1:18.973,+1.740s,32
13,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:18.982,+1.749s,33
14,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:19.223,+1.990s,28
15,11,Sergio PerezPER,Racing Point BWT Mercedes,1:19.325,+2.092s,20
16,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:19.488,+2.255s,24
17,63,George RussellRUS,Williams Mercedes,1:19.649,+2.416s,33
18,18,Lance StrollSTR,Racing Point BWT Mercedes,1:19.722,+2.489s,34
19,88,Robert KubicaKUB,Williams Mercedes,1:20.322,+3.089s,30
20,77,Valtteri BottasBOT,Mercedes,,,2
