Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:23.599,,26
2,5,Sebastian VettelVET,Ferrari,1:23.637,+0.038s,18
3,16,Charles LeclercLEC,Ferrari,1:23.673,+0.074s,18
4,33,Max VerstappenVER,Red Bull Racing Honda,1:23.792,+0.193s,22
5,77,Valtteri BottasBOT,Mercedes,1:23.866,+0.267s,30
6,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:24.816,+1.217s,18
7,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:24.832,+1.233s,30
8,10,Pierre GaslyGAS,Red Bull Racing Honda,1:24.932,+1.333s,23
9,20,Kevin MagnussenMAG,Haas Ferrari,1:24.934,+1.335s,24
10,27,Nico HulkenbergHUL,Renault,1:25.015,+1.416s,11
11,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:25.166,+1.567s,23
12,8,Romain GrosjeanGRO,Haas Ferrari,1:25.224,+1.625s,18
13,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:25.230,+1.631s,21
14,55,Carlos SainzSAI,McLaren Renault,1:25.285,+1.686s,19
15,18,Lance StrollSTR,Racing Point BWT Mercedes,1:25.288,+1.689s,26
16,11,Sergio PerezPER,Racing Point BWT Mercedes,1:25.498,+1.899s,21
17,3,Daniel RicciardoRIC,Renault,1:25.634,+2.035s,16
18,4,Lando NorrisNOR,McLaren Renault,1:25.966,+2.367s,31
19,88,Robert KubicaKUB,Williams Mercedes,1:27.914,+4.315s,25
20,63,George RussellRUS,Williams Mercedes,1:28.740,+5.141s,25
