Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:40.259,,22
2,5,Sebastian VettelVET,Ferrari,1:40.426,+0.167s,23
3,44,Lewis HamiltonHAM,Mercedes,1:40.925,+0.666s,26
4,77,Valtteri BottasBOT,Mercedes,1:41.336,+1.077s,14
5,23,Alexander AlbonALB,Red Bull Racing Honda,1:41.467,+1.208s,24
6,27,Nico HulkenbergHUL,Renault,1:41.812,+1.553s,26
7,55,Carlos SainzSAI,McLaren Renault,1:41.966,+1.707s,20
8,4,Lando NorrisNOR,McLaren Renault,1:42.180,+1.921s,19
9,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:42.305,+2.046s,26
10,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:42.377,+2.118s,24
11,3,Daniel RicciardoRIC,Renault,1:42.527,+2.268s,20
12,8,Romain GrosjeanGRO,Haas Ferrari,1:42.630,+2.371s,23
13,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:42.677,+2.418s,15
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:42.786,+2.527s,13
15,18,Lance StrollSTR,Racing Point BWT Mercedes,1:42.791,+2.532s,28
16,20,Kevin MagnussenMAG,Haas Ferrari,1:43.150,+2.891s,22
17,88,Robert KubicaKUB,Williams Mercedes,1:43.336,+3.077s,28
18,11,Sergio PerezPER,Racing Point BWT Mercedes,1:43.369,+3.110s,23
19,16,Charles LeclercLEC,Ferrari,1:43.618,+3.359s,12
20,63,George RussellRUS,Williams Mercedes,1:43.993,+3.734s,29
